creatorID,name,wikidata identifiers
4388,|publisher Nano Editora,
4389,Michelle Rodriguez Olivero,
4390,Jenny-Press,
4391,Rae Trujillo,
4392,Michael Leigh,
4393,Alfredo Zaldívar,Q138088207
4394,Peter Boyle,
4395,Fernando Carabajal,
4396,Andrea Gray,Q87278024
4397,Sarah Morris,
4398,Miriam Schapiro,Q542496
4399,Bettina Pauly,
4400,Gregory Benton,Q57734883
4401,Jean Zaleski,Q50378500
4402,Pepe Maya,
4403,Cartonera,
4404,Alexis Arnoldt,Q41777359
4405,Raven Mack,
4406,Kevin Mancera Vivas,
4407,John Byrum,
4408,Patrick Anderson,
4409,Earl Bronsteen,
4410,Gabriel Kuri,Q22236061
4411,Alyson Beaton,
4412,S. Jones,
4413,Katarina Burin,Q132983825
4414,Bob Bennet,
4415,Ken Aptekar,
4416,Cynthia Thompson,
4417,Champe Smith,
4418,Patricia M. (Patricia Marie) Smith,
4419,Daniel Macías Díaz,Q108050751
4420,Judith Santopietro,Q116946124
4421,Luciano Bartolini,Q48803427
4422,Luiza Leite,
4423,|publisher Fada Inflada,
4424,Tatiana Podlubny,
4425,Pete Spence,
4426,Robert Frank,
4427,Comuna del Lápiz japonés,
4428,Elenio Pico,Q96463146
4429,Charles A. Riley,
4430,Ann R. Shapiro,Q94122292
4431,P. Gabriel,
4432,François Curlet,Q3084333
4433,Alexander Shnurov,
4434,Blake J. Nolan,
4435,Laura Swan,
4436,Amy Chan,
4437,Faith-Dorian Wright,Q21550318
4438,Genetta McLean,
4439,Claes Oldenburg,Q156731
4440,Louise Levergneux,Q136451576
4441,drawn in wire Ronald King,
4442,Macey Ley,
4443,Clare Woods,
4444,Melissa Shook,Q55219783
4445,Tay Teo Chuan,
4446,Christian Andersen,
4447,Johannesburg Art Gallery,
4448,Els ter Horst,
4449,United Nations,
4450,Michael Shea,
4451,Carol LaFayette,
4452,George Legrady,Q3101713
4453,Dara Birnbaum,Q3702470
4454,Sande Wascher-James,
4455,Kosugi,
4456,Jean-Claude Moineau,Q3165127
4457,Walter K. Lew,Q7965307
4458,David Rosenberg,
4459,Merritt Cates III,
4460,Evelyne Egerer,
4461,Shirley Jones,
4462,Maureen Helen Townshend Kingscote,Q75535724
4463,Gwasg Gregynog,
4464,Eric Hattan,Q1351325
4465,Margia Kramer,Q13560690
4466,|publisher Tipografia do Zé,
4467,Barbara Bloom,
4468,Luz Ruiz,Q98075344
4469,Azul Añil (Workshop),
4470,Etienne Brouillet,
4471,Cay Rabinowitz,
4472,Millie Wilson,Q6859607
4473,Dulce Loynaz,
4474,Anne Bérubé,Q94403725
4475,Hélène Dorion,Q3144753
4476,|publisher Axolotl Editorxs,
4477,Bill Traylor,Q862623
4478,Clemente Padín,Q18812180
4479,Vicente Rojo,
4480,Hugo Hiriart,Q5904511
4481,Rocío Hernández Triano,
4482,Adriana Tafoya,Q27119604
4483,Iván Vergara,
4484,Peter Crormen,
4485,David Byrne,
4486,Danielle Spencer,
4487,Natalia Castañeda Arbelaez,Q28502162
4488,|photographer Power Paola,
4489,Helge Reumann,Q85416381
4490,Zachary Stensen,
4491,Martine Aballéa,Q25873672
4492,Douglas Weathersby,
4493,Endre Tót,
4494,Liudmila Quincoses Clavelo,Q139068760
4495,Enrique Ramos,
4496,Susan T. Viguers,
4497,Sarah Levine,
4498,Russell Johnson,
4499,Matilde Serao,Q384594
4500,Mayra Alpízar,Q139101549
4501,Dulce María Loynaz,Q447059
4502,Henriëtte van Egten,Q28777068
4503,María Moyano,
4504,|author Grotesco,
4505,Alejandro Ponce,Q22121132
4506,Margaret Randall,
4507,María Munares S.,
4508,Giorge Michel Milián Maura,
4509,Jorge Luis Rodríguez,
4510,Luisa Montesa,Q12967426
4511,Virgilio Piñera,Q941701
4512,Belen Gache,Q4882183
4513,Joaquín Sabina,Q363577
4514,Washington Cucurto,Q357715
4515,Nahuel Vecino,
4516,Haroldo González,Q5662895
4517,Ramón Díaz Eterovic,Q344596
4518,Jenny Sapora,
4519,A. S. Lorenz,
4520,Tim Mosely,
4521,Jenifer Bar Lev,
4522,Stacy Cassidy,
4523,Sharon Kulik,
4524,Anita K. Milroy,Q136377519
4525,Daniel Walden,
4526,Tacita Dean,Q449505
4527,Warja Lavater,Q274246
4528,Hans Peter Adamski,Q1581651
4529,Laura Grisi,Q20963002
4530,Shelagh Keeley,Q20017815
4531,Deborah Esch,
4532,Weproductions,
4533,Julia Griffiths,
4534,Stiletto,Q118768
4535,Lydia Moyer,
4536,Glauco Mattoso,Q3108573
4537,Cristian de Nápoli,Q139101685
4538,Néstor Perlongher,Q7071482
4539,María Álvarez,
4540,Diego Aduriz,
4541,Kirsten Mosher,Q29582626
4542,Robert Detheux,
4543,Sumi Ink Club (Art Project),
4544,Temporary Services (Group of artists),
4545,Clifford Burke,Q107944437
4546,Virginia Mudd,
4547,Quimetta Perle,Q120361994
4548,Garry Kennedy,Q5524159
4549,Norman Clayton,
4550,Rhode Island School of Design,
4551,Michael Gibbs,
4552,Eileen Arnow,
4553,David Franks,
4554,Juan Hernández Milián,
4555,Colin Frazer,
4556,herausgegeben vom Kunsthaus Zurich,
4557,Brooke Alexander Editions,
4558,List Gallery,
4559,University of Virginia,
4560,paintings : -,
4561,Amanda Dumas,
4562,Warja Lavater,Q274246
4563,Gerrit Jan de Rook,
4564,Rendon Williamson,
4565,Carola Willbrand,Q95207502
4566,Martin Mosebach,Q78003
4567,Darrel Ellis,
4568,Ãœbertragung des franzÃ¶sischen Textes ins Deutsche,
4569,Clara Weyergraf-Serra,Q95205820
4570,Peter J. Cohen,
4571,M. Kimberly Press,
4572,Dan Graham,
4573,Corita Kent,Q5170723
4574,Sam Berkson,
4575,Mary Slowinski,
4576,Colette Fu,Q27915324
4577,Nessa Rapoport,
4578,Stephen Spera,
4579,Rubén Arenas,Q130812070
4580,with the encouragement of K. Maryatt,
4581,Roxana Páez,Q126477465
4582,Larry Levis,Q6490699
4583,Karl Michel,
4584,Dania Rodríguez García,
4585,Eduardo Hernández Santos,
4586,Virgilio1979 PiÃ±era,
4587,Rey Montalvo,
4588,Heriberto Yépez,Q5894866
4589,César Romero Díaz,
4590,Alisa C. (Alisa Christophe) Banks,
4591,Bas Fontein,Q104437797
4592,Thomas Percy,
4593,David Rathman,Q28663110
4594,Jess Atkinson,Q6185907
4595,Christy Caravaglio,
4596,Daniel Santoro,
4597,Walt Browarny,
4598,Dimitrije Bužarovski,Q5277555
4599,A. Demarais,
4600,Nick Marshall,
4601,Michael Peven,
4602,Corrine Colarusso,Q107582722
4603,Ben Klein,
4604,Anja Harms,Q116045270
4605,Paul Celan,
4606,Jeffery Keedy,Q6175767
4607,Charles Monselet,Q475526
4608,Rebecca Brandeis Morton,
4609,Ari Marcopoulos,Q4790114
4610,Antonia Aitken,
4611,Rhode Island School of Design,
4612,Bob Dombrowski,
4613,Jacob Strandlien,
4614,Gerard Baldwin,Q3103934
4615,Waterleaf Mill & Bindery,
4616,Terry Cuddy,
4617,Matt Keegan,Q24765381
4618,Su Barber,
4619,Nicole Lanctot,
4620,New York Capricious (Firm,
4621,Vito Acconci,Q433471
4622,Roy Colmer,Q51393645
4623,Helen Chadwick,
4624,David Mayor,
4625,Andrew Forster,
4626,Joan Fontcuberta,
4627,Douglas Gordon,
4628,Patty Carroll,Q56737467
4629,Lais Myrrha,Q57533996
4630,Gerhard Marcks,Q61507
4631,Rocío García,
4632,Gloria Bornstein,Q104687782
4633,Christopher Burnett,Q64907291
4634,Lawrence Upton,Q6504689
4635,Jan Chwałczyk,Q11717225
4636,Museo de Arte Contemporáneo de Castilla y León,
4637,Jennifer Brady,
4638,Pratchaya Phinthong,Q61057252
4639,Deanna Sirlin,Q5246764
4640,Philip Auslander,Q94542455
4641,|publisher Nexus Press,
4642,Rubens Gerchman,Q3446482
4643,Armando Freitas Filho,Q16493764
4644,Adolfo Navas,Q131777056
4645,Rirkrit Tiravanija,Q989861
4646,Israel Domínguez,
4647,S. Hensel,
4648,"author, Amee J., artist Pollack",
4649,Gillian Wearing,Q10444417
4650,Maureen Paley,Q6792748
4651,Gilbert,
4652,Bryan Robinson,
4653,Carter Ratcliff,Q16105746
4654,Giulio Paolini,Q826845
4655,Elsi Vassdal Ellis,Q106308184
4656,Mandy Dunn Sampson,
4657,Jiří Kolář,
4658,Claudio Parmiggiani,Q2978548
4659,George Passmore,
4660,Gilbert Prousch,Q1524052
4661,Su Friedrich,
4662,Jan Heřman,
4663,Sarabeth Noggle,
4664,David Reed,
4665,Priyanka Patil,
4666,Larry Miller,
4667,Joan Pérez,
4668,Charles Frankenburg,
4669,Pauline Beugnies,Q55236310
4670,Ammar Abo Bakr,Q19872262
4671,Ahmed Nagy,
4672,Maurizio Spatola,Q133691355
4673,Nayland Blake,Q6983154
4674,Paula Hocks,Q110280873
4675,Designexchange Co Ltd,
4676,cooked Ken Friedman,
4677,Anita Wetzel,Q95706997
4678,Paul Johnson,
4679,Jennifer Brook,
4680,Kurt Wisneski,
4681,Kate Bush,
4682,Salvadora Medina Onrubia,Q6117843
4683,Darren P. Clark,
4684,Chris Burden,Q720832
4685,Luz Marina Ruiz,
4686,Keiko Ishii,
4687,bpNichol,Q4953105
4688,Alexander Maris,Q139059937
4689,Olan Kent Reeves,
4690,Temporary Services,
4691,Eli Joseph-Hunter,
4692,Martha Haslanger,
4693,Michel Malliarakis,
4694,Judy M Anderson,
4695,Douglas M. Davis,
4696,K. S. McKend,
4697,Sara Garden Armstrong,Q7421632
4698,Horatio Alger,
4699,|publisher CrimethInc. Ex-Workers' Collective,
4700,Christian Rosset,
4701,Brad Brace,Q55217815
4702,Ulay,Q69562
4703,Sue Cotter,
4704,Deborah A. Cole,
4705,Norman Conquest,Q7052094
4706,Vanessa Milio,
4707,Scott Teplin,
4708,Stelio M. (Stelio Maria) Martini,
4709,Louise Odes Neaderland,Q19519635
4710,photographs Todd Walker,
4711,words from The Anatomy of Melancholy,
4712,Robert Burton,
4713,Red Hen Press,
4714,Press Collection (Library of Congress),
4715,Linda Neaman,
4716,Chris Habib,
4717,Shusaku Arakawa,Q478264
4718,Portland Institute for Contemporary Art,
4719,Amy Schmierbach,
4720,Roger Kukes,
4721,Robert Beatty,
4722,Miriam Rickli,Q15835316
4723,MIT List Visual Arts Center,
4724,Fluxus (Group of artists),
4725,Shigeko Kubota,Q3816460
4726,gathered Ben Vautier,
4727,Chad Latz,
4728,Stephanie Ognar,
4729,A. B. Gorham,Q62026042
4730,|publisher Small Craft Advisory Press,
4731,Sara E. (Sara Elizabeth) White,
4732,Atlanta Committee for the Olympic Games,
4733,Cultural Olympiad,
4734,Geoffrey Hendricks,Q5534660
4735,Bill Thurmond,
4736,Dennis Wille,
4737,Nikolaus Urban,
4738,Julie Buck,Q6308059
4739,Eugènia Balcells,Q3816164
4740,Sue Wrbican,Q114778224
4741,Miguel Barnet,Q573296
4742,Michael Würzberger,Q139183436
4743,Thomas Günther,
4744,Bob Dylan,
4745,Galerie auf Zeit,
4746,Marc Ganzglass,
4747,Christian Gabrielle Guez Ricord,Q2965272
4748,Sarah (Sarah Herrick) Bryant,
4749,Tadashi Kawamata,Q139752
4750,Dietmar Kirves,Q1223443
4751,Mary Filippo,
4752,Andrew Huot,
4753,Miriam Beerman,Q16089721
4754,Carol Cameron,
4755,Armando,
4756,Philippe Parreno,Q970960
4757,Burning Editions,
4758,Rachele McGinty-Mock,
4759,|artist Grandchester,
4760,Chalon Bridges,
4761,under the supervision of Kitty Maryatt,
4762,Richard Kraft,
4763,Danielle Dutton,Q5219359
4764,Ann Lauterbach,Q4766499
4765,John MacGregor,
4766,Switzerland)| Collection de l'art brut (Lausanne,
4767,Henry Darger,Q721013
4768,Switzerland)| Fondazione Galleria gottardo (Lugano,
4769,Catherine Goffaux,
4770,Bernard Hœpffner,Q30070635
4771,Aline Weill,
4772,Deidre Brollo,
4773,Daniel Genova,
4774,Kim Victoria Abeles,Q16727285
4775,Ruth Laxon,
4776,Morey Clayton,
4777,Toni Jordan,
4778,John M. (John Monroe) MacGregor,
4779,Gwen Diehn,
4780,Michael Wilson,
4781,Indigo Som,Q24565298
4782,Claes Tellvid,Q93248592
4783,Louise Rowe,
4784,Philip Shaw,Q54197752
4785,Junko Mizuno,Q461035
4786,Rutherford W. Witthus,Q94121579
4787,Mark Lere,Q43133258
4788,Siôn Parkinson,
4789,James L. Prez,
4790,Beverly L. Nichols,
4791,Hans Hollein,Q78884
4792,Claes Tellvid,Q93248592
4793,Katalog,
4794,Einf,
4795,Franz Meyer,
4796,Dennis Brutus,Q1189001
4797,Ilse Schreiber-Noll,Q123465548
4798,Luce Fierens,
4799,Sappi,
4800,Mike Topp,
4801,|author Compulsivo,
4802,Ashley Tipton,
4803,Peter Bogaczewicz,
4804,Scott Helmes,Q94279820
4805,Hermetic Press,
4806,Stamp Pad Press,
4807,June Holland,
4808,Papierfabrik Zerkall Renker & Söhne,
4809,|publisher Triangular Press,
4810,Guerrilla Girls,
4811,Ron Garrett,
4812,Emily Neuhoff,
4813,Donald Patrick Milliken,
4814,Peter Van Riper,Q7177460
4815,Liz Zanis,Q107278983
4816,Dasha Shishkin,Q19661795
4817,Andrés Olgiatti,
4818,Erika Rothenberg,Q19802879
4819,Benedetto Croce,Q192348
4820,Stephen Holmes from Problemi di estetica,
4821,von Christian Hasucha,
4822,Gabine Heinze,Q133021082
4823,Michael Touma,
4824,Jane Miller,
4825,Robert C. Smith,
4826,David Acker,
4827,John Neely,
4828,Lyman Piersma,
4829,Benjamin Michael Sarao,
4830,Atlanta College of Art,
4831,Jack Spicer,Q3805658
4832,Fran Herndon,Q29372532
4833,Kevin Killian,
4834,Rick Johnson,
4835,Joey Hannaford,
4836,Jean-Pierre Armeaux,
4837,S. Taylor Harnisch,
4838,Seth A. Doolin,
4839,Mirabelle Jones,Q130802772
4840,Kira Obolensky,Q108601787
4841,James Welling,
4842,James Franco,Q306403
4843,Frank Bidart,Q5485312
4844,Eric Boman,
4845,Jason Schmidt,
4846,Marianne Spurr,
4847,Vitoria Taborda,
4848,Shimuzu Yoshinori,
4849,Frederik L. Schodt,Q4525911
4850,J. Miller Adam,
4851,Carey Thornton,
4852,Italo Scanga,Q6093577
4853,Anthony Gorny,
4854,Ann Hamilton,
4855,جین هموند,Q6152343
4856,Susan Hiller,
4857,Helen Kim,
4858,Molly Springfield,Q6896685
4859,Suzanne Treister,Q19508923
4860,Hannah K. Lee,
4861,Helgi Skúta Helgason,
4862,Stop Over Press,
4863,Mandy Dunn,
4864,Image Bank (Agency),
4865,Henry Miller,
4866,Barbora Baronová,Q109552148
4867,Dita Pepe,Q11812387
4868,Michael Dermansky,
4869,Richard Hamilton,
4870,Catherine Alice Michaelis,Q113873105
4871,Martin Disler,Q670011
4872,Richard Posner,
4873,Patricia Scobey,
4874,Andrea Geyer,
4875,Johannes Brahms,Q7294
4876,Andrea Dezső,Q20479756
4877,Cheri Gaulke,Q5091911
4878,Lucía Covarrubias,Q131416966
4879,Plaza de la Raza,
4880,Mark Katzman,Q6768318
4881,Marni Shindelmanm illustrated Chris Pearce,
4882,Boxcar Press,
4883,|publisher Crooked Letter Press,
4884,Ringling College Letterpress and Book Arts Center,
4885,An evening with Barbara Nessim,
4886,Brian O'Doherty,Q3777954
4887,Jérôme Saint-Loubert Bié,Q94430383
4888,Nancy (Nancy Jane) Callahan,
4889,Alberto Ríos,
4890,Linda Smith,
4891,John Lennon,
4892,Sabine Jahn,
4893,Pauline Oliveros,Q444857
4894,Becky Cohen,Q111971551
4895,Laura Borealis,
4896,Michael Meredith,
4897,Peter Lyssiotis,Q7175549
4898,Vivienne Mehes,
4899,Pamela Spitzmueller,Q55946502
4900,Jorie Graham,Q6278867
4901,Beverly Pepper,Q2123191
4902,Christopher Cunningham,
4903,Theo Lipfert,
4904,Christopher Hoover,
4905,Project Coodinator,
4906,Maria E. Harper,
4907,Masao Gozu,Q5500054
4908,Architecture Society of Atlanta (Ga.),
4909,R. Durham Crout,
4910,Marco Franciscari,
4911,John Jacques,
4912,George Barnett Johnston,
4913,Rob Miller,
4914,Giuseppe Zambonini,Q124864978
4915,Mike Nicholson,
4916,Jordi Cerdá,
4917,Mario Lara,
4918,Reza Hazare,Q133622556
4919,William Linehan,
4920,Nathan Altice,Q111326172
4921,Larry B. Thomas,
4922,Christof Kohlhöfer,Q1084292
4923,Betty Tompkins,Q19878288
4924,Harald-Alexander Klimek,Q15438676
4925,Lisa Hart's Visual Studies Students,
4926,of artists Unica T. Group,
4927,J. Danvers,
4928,Timo Berger,
4929,Barbara Fahrner,Q139159006
4930,text: Rainer Borgemeister,
4931,Lise Fløistad,Q139039444
4932,Ellsworth Kelly,Q544899
4933,Yve-Alain Bois,Q970901
4934,Harry | Cooper,
4935,Meninas Cartoneras,
4936,built typography students at Scripps College,
4937,supported K. Maryatt,
4938,Winifred Bixler,
4939,Robert Flynt,Q55218706
4940,Kim Larsen,
4941,Jeff J. McMahon,Q114339526
4942,Ronald Ehmke,
4943,Chrysler Museum.|,
4944,Illinois State Museum.|,
4945,"Sachiko, Princess Hisa",Q3077388
4946,Jean-Pascal Flavien,Q56744269
4947,|publisher C'est un livre,
4948,|illustrator Cupagu,
4949,Piedad Bonnett,Q291222
4950,Marcela Caldas Editora y Ediciones Arte Dos Gráfico Alonso Garcés Ediciones,
4951,Acadia Summer Arts Program,
4952,Roger Andersson,
4953,text Albert Mobilio,
4954,Colin Franklin,
4955,Phillida Gili,Q22277937
4956,Strawberry Press,
4957,Edward Johnston,
4958,Yevgeniy Fiks,Q8053236
4959,W. B. Yeats,
4960,Elisa Bryan,
4961,Giovanni Fontana Dott,
4962,Linda R. Geenen,
4963,Susan Kapucinski Gaylord,
4964,Albert Marquet,Q267858
4965,Marcelle Marquet,Q47455477
4966,Daniel G. Siegel,
4967,Brittany Sanders,Q94364155
4968,William Clark,
4969,Colectivo Amable,
4970,Rudi Fuchs,Q873279
4971,Ãœbersetzung,
4972,B. H. D. Buchloh,
4973,Laurie Simmons,Q3219659
4974,Nye Ffarrabas,Q55218685
4975,Marshall Sanders,
4976,Stephanie Copoulos-Selle,
4977,Luiza Nader,Q106151708
4978,David H. Garske,
4979,Amy Borezo,
4980,|book Grandchester,
4981,Zoltán Grossman,
4982,Daniel Pulido,Q51753146
4983,Jean-François Lyotard,Q193257
4984,Henri Maccheroni,Q3131535
4985,Omar Calabrese,Q3737564
4986,Roberto Huarcaya,Q55999248
4987,Felipe L. Aranguren,Q93370201
4988,Leymen Pérez,
4989,Victor Lucero,
4990,Ed Friedman,
4991,Kim MacConnel,Q6409101
4992,Frank Valdés,
4993,Carybé,Q609641
4994,Rene Lynch,
4995,Blaise Meliani,Q123080
4996,Timothy G. (Timothy Garrett) Young,
4997,Mirta Botta,
4998,Argentina) Feria del Libro (Argentina) (26th : 2000 : Buenos Aires,
4999,Martín Adán,
5000,Béatrice Coron,Q23691925
5001,Francois Villon,
5002,Mick Stern,
5003,Antonia Hirsch,Q27922204
5004,Arthur Sullivan,
5005,W. S. Gilbert,Q348513
5006,Benjamin Patterson,
5007,A. Rainer,
5008,Andy Nukes,
5009,Kamal Ibrahim,
5010,Michel Beauvais,
5011,Emile-Bernard Souchiere,Q99461874
5012,Andrzej Partum,Q11686032
5013,Hubert Kretschmer,Q106693270
5014,Produzentengalerie Adelgundenstrasse,
5015,Galerie Circulus,
5016,Barbara Leoff Burge,Q116944988
5017,Alejandro Castaño Isaza,
5018,Martin Golena,
5019,David Shrigley,Q278183
5020,Pepe Diniz,Q16940538
5021,Nexus Press,
5022,Käthe Kollwitz,Q142472
5023,Denise René,Q515783
5024,Joni Mabe,Q85011070
5025,Jo Anne Paschall,
5026,Paul Robinson,
5027,Slavs and Tatars (Group of artists),
5028,Elaine S. Benjamin,
5029,Haytham Wardānī,
5030,Brian Dahms,
5031,Deborah Roth,
5032,Juliana Engberg,
5033,Alexia Defert,
5034,Jordi Cerdá,
5035,John Wilde,
5036,Reeve Lindbergh,Q51882359
5037,Gary Schneider,
5038,Howard Yezerski Gallery,
5039,P. P. O. W. (Gallery)|,
5040,Stephen Daiter Photography (Firm)|,
5041,Foto,
5042,Joel Fisher,
5043,herausgegeben vom Berliner KÃ¼nstlerprogramm des Deutschen Akademischen Austauschdienstes (DAAD),
5044,Laurie McEnery,
5045,Akademie Schloss Solitude,
5046,Clara Cho,
5047,Gérard Durozoi,Q55620608
5048,Warren Cragshead III,
5049,Carolyn Shattuck,
5050,Jasper Johns,
5051,Mischa Andriessen,Q19514556
5052,Salome Schmuki,Q133012155
5053,Gerald Byerley,
5054,Dennis Cooper,
5055,Frances Horovitz,Q5478720
5056,Alicia Bailey,
5057,Ravenpress,
5058,James Collins,
5059,Jamelie Hassan,Q19643186
5060,Jam Ismail,
5061,Christopher Race,
5062,Lothar Baumgarten,
5063,Alejo Carpanter,Q216466
5064,Marian Goodman Gallery,
5065,Bonnie Stahlecker,
5066,Ellen Banks,Q28673746
5067,General Idea (Group),
5068,Ay-O,Q2874830
5069,Philip Corner,Q3378996
5070,WEB DuBois Clubs,
5071,Öyvind Fahlström,Q307693
5072,John Giorno,Q642513
5073,Al Hansen,
5074,Nam June Paik,Q158056
5075,Dieter Rot,
5076,Wolf Vostell,Q326226
5077,Les Krims,Q15505168
5078,Book Works (Organization),
5079,Project Arts Centre,
5080,Tauba Auerbach,Q15991118
5081,Steen Møller Rasmussen,Q28837181
5082,Lauren Agne,
5083,Chris Collicott,
5084,photographs Peter Moore,
5085,completed in collaboration with Geoff Hendricks,
5086,Wilson Díaz,
5087,Amy Franceschini,Q4749192
5088,Renny Pritikin,Q7313358
5089,Juan Rojas,
5090,Editorial Ultramarina Cartonera & Digital,
5091,Ryan McGinness,Q7384311
5092,Katherine Venturelli,
5093,Paul Chidester,
5094,Kalligraphien von Hans-Joachim Burgert zu texten Jesaja,
5095,Natalia del Río Bolívar,
5096,Luigi Ontani,Q434716
5097,Hans-Joachim Burgert,Q65046794
5098,Fred Gaysek,Q106685470
5099,Sally Alatalo writing as Anita M-,
5100,Farewell Debut,
5101,Stokley Towles,
5102,Allyson Mellberg,
5103,Eko,
5104,William Eggleston,
5105,Mark Holborn,Q113782243
5106,|publisher Nowhereman Press,
5107,Slavs,
5108,Tatars (Group of artists),
5109,Thomas F. Rainwater,
5110,Gian Vanni,
5111,Jill Hartley,Q131027108
5112,Francisco Hernández,
5113,Taller Martín Pescador,
5114,Antonio Guerra González,
5115,Joel Rendón,Q59484283
5116,Ana Laura Rubio,
5117,Jorge Matias,Q96007255
5118,Azul Arte Ãštil,
5119,Karen Kunc,Q59578164
5120,Kerry Engelhardt,
5121,Karen Spears,
5122,Space Heater Editions,
5123,Teresita Fernández,
5124,Wayne Grinstead,
5125,Rodolfo Enrique Fogwill,Q763107
5126,Fernando Pessoa,
5127,NRA Shakespeare international,
5128,Andrée-Anne Dupuis-Bourret,Q2848920
5129,David Jordan,
5130,Mikel Horl,
5131,Kay Leigh Hagan,
5132,Lawrence G. Van Velzer,
5133,Peter May,
5134,John Christie,
5135,Erik Satie,Q187192
5136,Lee Emma Running,
5137,Misaki Kawai,Q18066916
5138,Teresa Bonaddio,
5139,Harvey Redding,
5140,Scott Blake,
5141,Susan Angebranndt : poem Lisel Mueller,
5142,Joshua Simons,
5143,Jean McGarry,Q6171160
5144,Mark Crispin Miller,
5145,Jeffrey Blitz,Q6175864
5146,Anne Covell,Q34374861
5147,Meg Belichick,
5148,G. D. Davidson,
5149,Alejandra Maldonado,
5150,|publisher Svarti Ediciones,
5151,Matthew Tyson,Q98759873
5152,P. Scobey,
5153,Ming Fay,Q6864641
5154,Sarah M. Smith,
5155,Percy Bysshe Shelley,
5156,Janet Nolan Newell,
5157,José Mateo,
5158,Barbara Harman,Q118638118
5159,La Dïéresis (Firm),
5160,Jiří Hynek Kocman,Q86433042
5161,Michelle Segre,Q55219764
5162,Tilsa Tsuchiya,Q7802962
5163,Margaret Dolinsky,Q135114270
5164,received Phillip DePoy,
5165,imagined Michael Goodman,
5166,Marie-Ange Guilleminot,Q3291476
5167,General Idea,
5168,Deborah Boardman,
5169,Francois Deschamps,Q134413615
5170,|author Grandchester,
5171,María Rueda,
5172,Marcos Castro,
5173,Salman Rushdie,Q44306
5174,Roberta Lavadour,
5175,Trenton Hancock,
5176,James Cohan Gallery,
5177,Jr,
5178,Alan Turner,
5179,Carole Conde,
5180,La Marca Editora,
5181,Martin Soto Climent,
5182,Mary V. Marsh,
5183,Mark Dion,
5184,Kirsten Thorup,Q460626
5185,Bernardo Domínguez C.,
5186,Eko,
5187,Ross Martin,
5188,Gillian Brown,
5189,Iván Moiseeff,
5190,Lucas Ospina,
5191,Thomas Burns,
5192,Richard J. Dulac,
5193,David A. Carter,
5194,Berwyn Hung/Toni Jordan,
5195,Carol J. Blinn,
5196,G. Retherford,
5197,Craig J Saper,Q5181083
5198,Kristján Guðmundsson,
5199,poem Jane Hirshfield,
5200,Saddam Hussein,
5201,Paul Chan,
5202,E. Rayher,
5203,Maryann J. Riker,
5204,Luis Lorente,
5205,Laurie Anderson,
5206,Emily Artinian,Q138998135
5207,Jeff Norman,Q20127962
5208,Fernanda Fedi,Q19802909
5209,Ólafur Elíasson,Q365691
5210,R. Levy,
5211,Joan Murray,
5212,New York State Council on the Arts,
5213,Grace Nettles,
5214,Don Celender,Q28873078
5215,Harry Martin Anderson,
5216,Laurie Seniuk,
5217,Crispin Glover,
5218,William M. Baker,
5219,Travis M Shaffer,Q88182742
5220,creazione Depero,
5221,Luciano Caruso,
5222,B. Marjora,
5223,Miriam Schapiro,Q542496
5224,David Pettrow,
5225,Ratona Cartonera,
5226,Willem Sandberg,Q480473
5227,Catullus,Q163079
5228,Maurice Es,
5229,Wendell Berry,Q533505
5230,drawings Ben Shahn,
5231,Rudolf Schwarzkogler,Q84761
5232,Marcia Hafif,Q19976003
5233,Karin Nedela,Q95187646
5234,Peter R Thomas,
5235,Kerry Tribe,Q18158933
5236,Juan Valbuena,Q93417634
5237,Mary McCann,
5238,|photographer Maanantai (Artists' collective),
5239,Nicole Cherubini,Q17306338
5240,Mark Addison Smith,Q129016867
5241,Richard Olson,
5242,Vered Eliezri,
5243,Diana Barrie,Q128623063
5244,Christine Kennedy,
5245,Natalia Zapella artist,
5246,Rick Bruner,
5247,Paolo Colombo,
5248,Christoph Keller,
5249,Leland Fletcher,
5250,Pierre Boogaerts,Q92982404
5251,Kathy Acker,Q270641
5252,Joseph Scheer,Q133061419
5253,Gerar Edizel,Q139068311
5254,Institute for Electronic Arts.|,
5255,Patty Tyrol,Q55409439
5256,J. Maslow,
5257,Robert Blanchon,Q7342160
5258,Connie Samaras,Q16980580
5259,Ana Fernández,
5260,Alan Harris,
5261,Holton Rower,
5262,|publisher Ugly Duckling Presse,
5263,Sarah Peter,
5264,Joseph Brodsky,
5265,|artist charlesRYANlong,
5266,Aisha Khalid,Q43132461
5267,Reiko Nakajima,
5268,Nazraeli Press,
5269,1948- 中島礼子,
5270,Gabo Ferro,Q5873139
5271,Darryl Vance,
5272,Justin Reed,
5273,Rick Newby,
5274,Griff Williams,
5275,John DeMerritt,
5276,Holter Museum of Art,
5277,Urban Digital Color,
5278,Ruston,
5279,Jeffrey W Morin,
5280,sailorBOYpress,
5281,Junardi Armstrong,
5282,Geoffrey Detrani,
5283,Dave Allen,
5284,Kyongmee Kim,
5285,Carolyn Swiszcz,
5286,Lionello Gennero,
5287,Jamie Mahoney,
5288,House Press VCUarts Bowe,
5289,Bill Adams,
5290,Lois Long,
5291,with a note John Russell,
5292,Vagrich Bahkchanyan,
5293,Janice Gurney,Q55218403
5294,Alice M Austin,
5295,Stacy Doris,Q3495454
5296,Claudia Smigrod,Q107399583
5297,Colectivo Editorial de Mujeres en Prisión,
