creatorID,name,wikidata identifiers
6146,Alexander Vesnin,Q2834123
6147,Lyubov Popova,Q259594
6148,Aleksandra Ekster,Q242121
6149,Vserossiĭskiĭ soi︠u︡z poėtov,
6150,Ian Van Coller,Q42313396
6151,Doring Press,
6152,Greg Colson,Q15442118
6153,Francesca Gabbiani,Q55165186
6154,Scott Grieger,Q18356193
6155,Eddie Ruscha,
6156,Dani Tull,Q57563536
6157,Todd M. Squires,Q58781198
6158,Victor Gastelum,
6159,Ed Hamilton,
6160,Robert Thomas Barry,
6161,Bernard Villers,Q2898723
6162,Toby Mussman,Q55219454
6163,Alex John Sweetman,Q126183606
6164,Ragna Sigurđardóttir,
6165,Peter Calvin,
6166,Allen Ruppersberg,Q826298
6167,Gary E Krueger,
6168,Liam Gillick,Q828254
6169,Nancy Buchanan,
6170,Louis Ridenour,Q4394469
6171,Patricia Lagarde,
6172,Allen Ruppersberg,Q826298
6173,Gary E Krueger,
6174,Sarkis,
6175,Terry Atkinson,
6176,Scott Hyde,
6177,Matthew Geller,Q55218768
6178,Victoria Halford & Steve Beard,
6179,von Hermann Hendrich,
6180,Rudolf Baranik,Q7377143
6181,Phyllis Uitti-Maslin,
6182,Samira Rahimi,Q65098166
6183,Keiichi Nakamura,
6184,Laura Buckles,
6185,Reed Altemus,
6186,Michael C. McCraw,
6187,Lorrie Frear,
6188,Digdora Alonso,Q139059425
6189,R. Saunders,
6190,Sonia Landy Sheridan,Q22671365
6191,Sherri Larsen,
6192,J. Farley Upjohn,
6193,Jårg Geismar,Q1714963
6194,Gwasg Gregynog,
6195,King Nezahualcóyotl,
6196,David Mink,
6197,Judith Moore,
6198,Francesca C. Capone,
6199,Noemi Smolik,Q111152364
6200,Claire Van Vliet,Q5125339
6201,Svetlana Kopystiansky,Q23954867
6202,Johannesburg Biennale,
6203,Reid Wood,Q94281885
6204,Bilge Friedlaender,Q55235659
6205,National Museum of Women in the Arts (U.S.),
6206,Hans-Ulrich Obrist,Q116738
6207,Uta Nusser,
6208,Barbara E. Siegel,
6209,Yukio Tsuchiya,
6210,Chan K'in,
6211,Taller Leñateros,
6212,Art Alliance Philadelphia,
6213,the Arts Pittsburgh Center for,
6214,of Art Southern Alleghenies Museum,
6215,Colin Sackett,
6216,Patti Smith,
6217,Mark Ellerby,
6218,Katrin Kapp Braun,
6219,Sarah K. (Sarah Kay) McCoy,
6220,Paul Glabicki,Q111311614
6221,Mystical Places Press,
6222,Louise Bourgeois,
6223,Hélène Cixous,Q234964
6224,John Waters,
6225,Cathryn C. Griffith,
6226,Janus Press,
6227,Jan Sutcliffe,
6228,Roger H. D Rowley,
6229,Kate Van Houten,
6230,Tom Raworth,Q7817338
6231,Liliane Giraudon,Q3240828
6232,Jim Moore,
6233,Regula Russelle,Q133522140
6234,C. B. Sherlock,
6235,Robert Keough,
6236,Bob Koch,
6237,Gary Metz,Q107253769
6238,Pavel Büchler,Q77357988
6239,Ginger Burrell,
6240,Sharon Sabin,
6241,Jim DelleMonache,
6242,Allen Ginsberg,
6243,Francesco Clemente,
6244,Sowon Kwon,Q111583886
6245,Patricia G England,
6246,Diedrich Diederichsen,
6247,Vollrad Kutscher,Q29057397
6248,Robert Ziller,
6249,Warja Lavater,Q274246
6250,Elsie Crawford,
6251,Maria Poythress Epes,
6252,Sarah Lewis,
6253,Dale William Cotton,Q121078280
6254,Ben Jasper,
6255,Herman de Vries,
6256,Karen J. Lightner,
6257,Meejin Yoon,Q22958056
6258,Hendrik Nicolaas Werkman,Q559440
6259,Joan M Soppe,
6260,Tim Etchells,Q1230785
6261,Fanny Viollet,Q3066492
6262,Kerri Cushman,
6263,Aaron Siskind,Q302714
6264,John Logan,
6265,CAPC Musée d'art contemporain de Bordeaux,
6266,Michel Goday,Q11936689
6267,J.C Van Schagen,
6268,Hansjörg Gisiger,Q85096876
6269,John Carrera,
6270,Md.) Quercus Press (Frederick,
6271,Sarah Jacobs,
6272,Jenny Hunter Groat,Q29192030
6273,David Frazer Gray,
6274,Galerie Hubert Winter,
6275,Rita Dibert,
6276,Sjoerd Hofstra,
6277,Karen O'Hearn,Q42315153
6278,Leah Lintner Eisenbeis,
6279,George,
6280,Susan T. Viguers,
6281,James Engelbart,
6282,England) Standpoint Gallery (London,
6283,Arthur Rimbaud,Q493
6284,Claire Nydegger,Q2975099
6285,Wade Guyton,Q3564983
6286,Birgit Jensen,
6287,Johannes auf der Lake,
6288,Michael Peel,
6289,Art in Ruins (Group of artists),
6290,Gimpel Fils,
6291,Lois Polansky,
6292,Ron King,
6293,Roy Fisher,
6294,Circle Press,
6295,Felix Rozen,Q3092599
6296,Pieter Brattinga,
6297,Elsa C Voelcker,
6298,La Young,
6299,La Monte Young,Q432822
6300,John Bevis,
6301,Andrew Allen,
6302,Darryl Curran,Q66052059
6303,Sandow Birk,Q7416487
6304,Lisa Anne Auerbach,Q23418568
6305,Larry Walczak,
6306,Patricia Tuohy,
6307,Tracey Emin,Q241185
6308,Wellesley College,
6309,Marilyn A Hatch,
6310,Annis Press,
6311,Wellesley College Alumnae Association,
6312,Henryk Górecki,Q294568
6313,Francis Willughby,Q555575
6314,Jean-Luc Parant,Q3167224
6315,Titi Parant,Q3529554
6316,Alex Dann,
6317,Barton Lidice Beneš,Q4865654
6318,Erik Dietman,Q2749564
6319,Keith Wilson,
6320,Andre Chabot,
6321,Susan Garson,Q113868497
6322,Vsevolod Nekrasov,Q4316574
6323,introduction Carlo McCormick,
6324,Michael Kostiuk,
6325,Robert Frame,
6326,Allan Kaprow,Q366380
6327,William H. Helfand,Q55937543
6328,"William, Gibson",
6329,Dennis Ashbaugh,Q5258158
6330,Sally Lowe,
6331,Heath Village Men's Club,
6332,Susan Goethel Campbell,Q19802820
6333,Mary E Bush,
6334,Thomas Lisle,
6335,Lisa Moore,
6336,Sara Parr,
6337,Gordon Matta-Clark,Q953717
6338,Patricia Vining,
6339,Alice Melvin,Q133598429
6340,Charles Heasley,
6341,Michael Bishop,
6342,Laura Blacklow,Q134983271
6343,John Kennard,
6344,Cathy Von Weller,
6345,Jonathan Williams,
6346,Martha Boyden,
6347,[Anonymous],
6348,Pat Ackerman,
6349,Wes Ackerman,
6350,Henri Cousineau,
6351,Kataro Masuda,
6352,Jeremy Szanton,
6353,Ralph Ackerman,Q7287143
6354,Jana Kluge,
6355,David Shapiro,
6356,Paul-Armand Gette,Q263122
6357,Ron Kachelmeier,
6358,Ricardo Blanco,
6359,Bee Ottinger,
6360,Jim Pomeroy,
6361,Michael Wilkerson,
6362,Pascal Kern,
6363,Leavenworth Jackson,
6364,Angelica Caporaso,
6365,Gérard Mouizel,
6366,Jean Lodge,
6367,Monica Ross,
6368,Sergio Putatti,Q139049077
6369,Franco Torriani,
6370,Xavier Brault,
6371,Tadej Pogacar,
6372,Zavod P.A.R.A.S.I.T.E,
6373,Doro Boehme,Q89127599
6374,Eric Baskauskas,
6375,Luke Strosnider,
6376,Luke Batten,
6377,Jonathan P. Sadler,Q56423070
6378,Barry Lopez,Q809063
6379,Jeff Brouws,Q16186596
6380,Chris Svensson,Q21062392
6381,Marcella Hackbardt,
6382,Bernd Becher,
6383,Hilla Becher,Q16947611
6384,Victoria Bianchetti,
6385,Albright-Knox Art Gallery,
6386,CEPA Gallery,
6387,Ulrich Eller,Q1170801
6388,Åke Hodell,Q5808456
6389,Verner von Heidenstam,Q129173
6390,Yusef Komunyakaa,Q2601996
6391,Silvia Ziranek,Q130404343
6392,Carol Forget,
6393,Franco Vaccari,
6394,Juan Hidalgo,
6395,Joseph W. Ruther,Q94535322
6396,Melanie Counsell,Q97135764
6397,Centre national d'art contemporain de Grenoble,
6398,Art & Project/MTL,
6399,Christine Tacq,
6400,Guy Vandeloise,Q55235897
6401,Kai-Olaf Hesse,Q139368343
6402,Asa Yoshie,
6403,Deborah Davidson,Q81344346
6404,Martha A Hall,
6405,Bernd Mahr,
6406,Horst Merten,
6407,Elisabetta Gut,Q85097364
6408,Ron Testa,
6409,Λουκάς Σαμαράς,Q663175
6410,Jan Baker,
6411,Jean Dubuffet,Q170076
6412,Pancino,
6413,Susan Grieger,
6414,Onestar Press,
6415,Stephen McKenna,
6416,Emilie Harrak,
6417,Yani Pecanins,Q94279812
6418,Paolo Roversi,
6419,Romeo Gigli,Q330009
6420,Virgil Tracy,
6421,John Cayley,
6422,Tim Staples,Q103162791
6423,Takesada Matsutani,Q3299376
6424,Elena Presser,Q64734164
6425,Květa Pacovská,Q515774
6426,Emily Speed,Q105464380
6427,Bob Law,
6428,England) Lisson Gallery (London,
6429,Bazon Brock,Q86380
6430,Bernhard Jäger,
6431,Thomas Bayerle,
6432,Wichita State University Department of Art Education,
6433,Jordan Crandall,Q56523799
6434,X-Art Foundation,
6435,Catherine Marchadour,
6436,Kingsley Parker,Q134413611
6437,Helene Almeida,
6438,Louis Asekoff,
6439,Helmut Lohr,
6440,Sigmar Polke,Q376062
6441,Klaus Honnef,Q1745240
6442,Barbara Kückels,
6443,Gregor Kierblewsky,
6444,Rheinisches Landesmuseum Bonn,
6445,Joyce Ellen Weinstein,Q96707087
6446,Hans-Peter Feldmann,Q471419
6447,Yves Abrioux,Q128792773
6448,369 Gallery (Edinburgh),
6449,Danièle Ricard,Q33285804
6450,Simon Morris,
6451,Shawn Sheehy,
6452,John Stezaker,Q6259191
6453,Richard Bigus,
6454,Rose Frain,
6455,Pierre-Jean Galdin,
6456,Amy Baker Sandback,Q131386826
6457,Michelle Elliot,
6458,M. Joan Lintault,
6459,Penny McCarthy,
6460,Chac,
6461,Susan Davidoff,Q109517808
6462,Beverly Penn,Q111747366
6463,Rachelle Thiewes,Q7279482
6464,Ovid,Q7198
6465,Katherine Ng,
6466,Les Bicknell,
6467,Imprints (Firm),
6468,Odile Mir,Q94489513
6469,Ghada Jamal,
6470,Ed Ruscha,Q430967
6471,Ben Blount,
6472,Eugene Kellner,
6473,Brooklyn Museum of Art,
6474,Pratt Institute,
6475,Anna Romanello,Q63533187
6476,Audrey Walker,
6477,Alexander Schleber,Q18410105
6478,Verlaggalerie Leaman,
6479,"Hayden, Carruth",
6480,Claire Van Vliet,Q5125339
6481,Art Metropole,
6482,Otto Nelson Mogens,
6483,Helmut Friedel,
6484,Andrea Colaianni,
6485,Howard Gutstadt,
6486,Mollie Hughes,Q83248436
6487,Survival Arts Media,
6488,Ottenhausen Verlag,
6489,David Paterson,
6490,Pia Maria Simig,
6491,Henri (aka Sylvan) Cousineau,
6492,Bill MacKenzie,
6493,Robin Price,Q58147833
6494,Cheryl Jacobsen,
6495,Charles Simic,Q722555
6496,Tom Jenkins,
6497,Mikey Cuddihy,Q21459423
6498,Liliane Camier,Q131565368
6499,Jill Littlewood,
6500,Robert Crandall,
6501,Kinney Littlefield,
6502,Lawrence Meyers,
6503,Ed Miller,
6504,Michael Spazansky,
6505,Alan Winer,
6506,Stewart Cauley,
6507,Rudolf Kichen,
6508,Nathalie Magnan,Q27460015
6509,Gutai Bijutsu Kyōkai,
6510,چيان چاك ليبيل,Q385415
6511,Douglas Beube,
6512,Susan Gold,
6513,Shiere Melin,
6514,Giuseppe Chiari,
6515,Ellen Kucera,
6516,Steven I Steinman,
6517,Hans Hermann,
6518,Sylagy Salboch,
6519,Stephen Willats,Q4470013
6520,Felix Janssens,
6521,Jean Arp,
6522,Julie Richman,
6523,Denmark,Q3023121
6524,Omar,
6525,Katie Baldwin,
6526,Tamarra Kaida,Q106308093
6527,Joanne Schiavone,
6528,Claudio Rotta Loria,
6529,Gerald Claiborne,
6530,J. Weiland,
6531,National Gallery of Canada,
6532,Hilda Raz,Q112811139
6533,Johan Cornelissen,
6534,Circle Press,
6535,Marc Valesella,
6536,Mauro Altamura,
6537,Frank Eye,
6538,Jeffrey Brouws,
6539,Éric Tabuchi,Q3591369
6540,Kim Stringfellow,Q6409418
6541,Brian Murphy,
6542,Daniel S. Guy,
6543,Joe Putrock,
6544,Jonathan Lewis,
6545,Tanja Lažetić,Q65710039
6546,Michael Maranda,Q133627901
6547,Joachim Schmid,
6548,Jochen Manz,
6549,J Daniels,
6550,Horace Smith,
6551,Jeffrey W Morin,
6552,Jorg Immendorff Penck,
6553,Charles Baudelaire,
6554,Bruce Childs,
6555,Sandra Reese,
6556,Franca Angelini,
6557,Karon Hagemeister-Winzenz,
6558,Kim Knox,
6559,Kathryn Lipke,Q81209092
6560,Joyce Abrams,Q110280872
6561,Kate Farley,
6562,Kenneth White,
6563,John Christie,
6564,Galerie und Edition Hundertmark,
6565,Christopher Knowles,
6566,Rivas N,
6567,Pedro,
6568,Anne S Iott,
6569,Daniel Jubb,Q5217732
6570,Stephen Antonakos,Q15429571
6571,Sarah Firmin,
6572,Elaine Langerman,Q108712247
6573,Takako Saito,
6574,Buchgalerie Mergemeier,
6575,Stefan Brüggemann,
6576,Sahli,
6577,Barbara Adams Hebard,
6578,John Risseeuw,
6579,William Mason,
6580,Holburne Press,
6581,Deb Rindl,
6582,Gilbert Prousch,Q1524052
6583,Mirella Bentivoglio,Q3858815
6584,printer Scripps College Press,
6585,Emma Bilyeu,
6586,Jacques Prevert,
6587,Harriet Zines,
6588,David Rattray,
6589,Gerard Charrière,
6590,Mary Perrin,
6591,Michael Clegg,
6592,Martin Guttmann,
6593,Achim Könneke,Q139153198
6594,Kulturbehörde Hamburg,
6595,Universität Lüneburg,
6596,Kunstraum,
6597,Claus Böhmler,Q1098459
6598,Bernard Marcelis,Q126000750
6599,Alighiero Boetti,Q556337
6600,Anne-Marie Sauzeau Boetti,
6601,Verdi Yahooda,Q97015350
6602,London College of Printing,
6603,Barbara Fox,
6604,James Barber,
6605,Tomas Schmit,Q830724
6606,Isabelle Rabarot,Q99456356
6607,George Chang,
6608,Alan Johnston,
6609,Andy Goldsworthy,Q357126
6610,Galerie nationale du jeu de paume (France),
6611,Bruce Boice,Q21994032
6612,Anne M. Thompson,
6613,Ann Tucker,
6614,Susan Porteous,Q75595369
6615,Milivia Maglione,
6616,Nigel Rolfe,Q55403000
6617,François Dufrêne,Q735033
6618,Pat Byrne,
6619,Roslyn Broder,
6620,Jean-Claude Pinchon,
6621,Jean-Pierre Beranger,
6622,Nova Scotia College of Art and Design,
6623,N.E. Thing Company,
6624,Chicago Books (Firm),
6625,Roberto Comini,Q133627913
6626,Albert Mertz,
6627,Suzanne Page,
6628,Beatrice Parent,
6629,Charles Agel,
6630,John Pfahl,Q1701415
6631,Gary Nickard,
6632,Gerard Hemsworth,Q5550017
6633,Francois Lalanne,
6634,Renée Green,Q7313843
6635,Daadgalerie,
6636,Netherlands) Appel (Foundation : Amsterdam,
6637,Galerie Yvon Lambert (Paris),
6638,Michelangelo Pistoletto,Q573178
6639,Giorgio Persano,Q91207954
6640,Raymond Queneau,Q218690
6641,Coo Geller,
6642,Konglomerati Press,
6643,Bernadette Merkel,Q55217802
6644,Pavl Al,
6645,Esther Parada,Q108497877
6646,Jean Krenzer,
6647,Meret Oppenheim,Q61594
6648,René Freiburghaus,
6649,A. D Coleman,
6650,Adriano Spatola,Q3605776
6651,Maurizio Osti,Q94279824
6652,Michael Donaghy,Q6829900
6653,Margaret Prentice,
6654,Ann M. Carroll Kearney,
6655,Nani Varale,
6656,Marc Camille Chaimowicz,Q3287681
6657,Amy Bloom,Q4749108
6658,Robin Price (Publisher),
6659,Tea Collective,
6660,Jon Biddulph,
6661,Peter Hatton,
6662,Val Murray,
6663,Lynn Pilling,
6664,Billy Al Bengston,Q4912103
6665,Neue Gesellschaft für Bildende Kunst,
6666,Ian Wilson,
6667,Tracy Mackenna,Q16195365
6668,Barbican Centre for Arts and Conferences,
6669,Matt Knutzen,
6670,Don Glaister,
6671,Jan Henderikse,Q1681829
6672,Jooao Frutos,
6673,Orchard Gallery,
6674,Kathy Hemingway Jones,
6675,Alexander Hollweg,Q19921233
6676,John Greyson,Q1275818
6677,Audun Mortensen,Q11959606
6678,Hermann Zschiegner,
6679,Chloe Daykin,
6680,Chris Morton,
6681,Artgoes,
6682,Shirley Carcassonne,
6683,Pyramid Atlantic (Firm),
6684,Mueller Trade Bindery,
6685,Jenifer Newson,
6686,Mimi Smith,
6687,Tina Tryforos,
6688,Nanni Cortassa,
6689,Duilio Vangelista,
6690,Sergio Zaccardelli,
6691,Christine Godden,Q98137454
6692,Papierfabrik Zerkall Renker & Söhne,
6693,Paperboy Press,
6694,BüroBert,
6695,William and Noma Copley Foundation,
6696,Videofreex,
6697,Bryan Hunt,
6698,Arthur Köpcke,Q123560
6699,Daniel Meyers,
6700,Guerrilla Girls,
6701,Jeremy Millar,
6702,Leonard Seastone,
6703,Hart Crane,Q380723
6704,Ronald Keller,
6705,Red Angel Press,
6706,Jiří Valoch,Q57451393
6707,Karen J. Lightner,
6708,Jozef van der Heijden,Q29560376
6709,Andrew Eason,
6710,Jörg Immendorff,Q75858
6711,Lucio Fontana,Q312392
6712,Emmanuele Mennitti Paraito,
6713,Gigliola Carretti,
6714,Bruce Schnabel,
6715,Fernando De Filippi,
6716,Brenda Watson,
6717,Roberto Villa,
6718,Tanja Lažetić,Q65710039
6719,Galerija P74,
6720,Joseph W. Ruther,Q94535322
6721,Lunation Press,
6722,Peter & Donna Thomas (Firm),
6723,Diane Weintraub,
6724,K. J. Miller,
6725,Nancy Holt,
6726,Martin Vaughn-James,Q2374531
6727,W. S. Merwin,Q680368
6728,Carolee Campbell,
6729,Athanasius Kircher,Q76738
6730,Manuel Córdova-Rios,Q6752524
6731,Ninja Press,
6732,Bruno Paulot,Q95275927
6733,Gilbert and George,
6734,Pol Bury,Q492909
6735,André Balthazar,Q2847195
6736,Lourdes Castro,
6737,Ann Noël,Q107386273
6738,Howard Britton,
6739,Sigmund Freud,Q9215
6740,Scott Miller,
6741,Marty Greenbaum,Q18222066
6742,Catherine Badot-Costello,
6743,Jonathan Walters,
6744,Kathleen Gibson,
6745,Michael Busby,
6746,Whitman College Book Arts Press,
6747,D'Ambrosio,
6748,Betty R Sweren,
6749,Gordon Fluke,
6750,Rick Hungerford,Q110219162
6751,J.D. Grahame Cracker Press,
6752,Daniel Mellis,
6753,Gerald Ferguson,
6754,Jim Risser,
6755,دوروثى يانون,Q338559
6756,Robert Louis Stevenson,
6757,Denise Hawrysio,Q115796036
6758,Malania Basarab Gallery,
6759,Jake Tilson,Q13404590
6760,Tracey Bush,Q115633138
6761,Anton Marc,
6762,William Gratwick,
6763,Kathryn Clark,
6764,Harold Berliner Typefoundry,
6765,Jeremy Deller,
6766,Cathal Ó Searcaigh,Q1050777
6767,Roger Cutforth,Q29959425
6768,Artists Book Works,
6769,M. M Lum,
6770,Suzanne Tanner,
6771,Paul Etienne Lincoln,Q55219245
6772,Carole Huebner,
6773,Fabrizio Caleffi,Q1390844
6774,Reina María Rodríguez,Q4396042
6775,Wexner Center for the Arts,
6776,Teresa Pereda,Q19802852
6777,Carrie Mae Weems,Q5046268
6778,Liliane Lijn,Q6547776
6779,Alberto Castro Leñero,Q18416244
6780,Carol LaFayette,
6781,Marion Ware,
6782,John Dos Passos,
6783,St Mark,
6784,Richard Selzer,Q7328964
6785,Lucius Annaeus Seneca,
6786,General Idea (Group),
6787,Christine Bourdette,Q28052813
6788,Emily Puthoff,Q124539104
6789,Shirley Sharoff,
6790,Heather O'Hara,
6791,Coffee House Press,
6792,Aki Yoshimura,
6793,Carol Rosen,
6794,Pamela Zwehl-Burke,
6795,Linda Landers,Q130717696
6796,Zarina,
6797,Lisa Kellogg,
6798,New York State Council on the Arts,
6799,On Kawara,Q698256
6800,Galerie Watari,
6801,On Sundays (Firm),
6802,Glenda Hydler,Q138797705
6803,William J. Ritchens,
6804,Transient Books,
6805,Pae White,Q2046038
6806,Katharina Hegewisch,Q125302179
6807,Wilhelm Schürmann,
6808,Germany) Hypo-Kulturstiftung (Munich,
6809,Kunsthalle,
6810,Pepe Romero,
6811,James W. Pitts,
6812,Donatella Franchi,
6813,Herbert Spencer,
6814,Laurel Beckman,Q101111725
6815,Marshall McLuhan,Q193871
6816,Quentin Fiore,Q4241969
6817,Jerome Agel,Q93253234
6818,John Munday,
6819,Fulvio Salvadori,Q139058594
6820,Jack Goldstein,
6821,Dante Alighieri,Q1067
6822,Frith Street Gallery,
6823,Arts Council of England,
6824,Rudyard Kipling,Q34743
6825,Allwyn O'Mara,
6826,Bieler Press,
6827,Charles William Eliot,
6828,Robert Kushner,
6829,Gilli,
6830,Beth Linn,
6831,Dona Ann McAdams,Q5293782
6832,Connie Nettles,
6833,Lee Dejasu,
6834,Udo Breger,
6835,Gerhard Münch,
6836,Diane Tammes,Q131358247
6837,Bob Inge,
6838,Sarah Plimpton,Q127785238
6839,Peter Pettengill,
6840,Grenfell Press,
6841,Laurence Bach,
6842,Robert Goolrick,Q5950182
6843,Mary Fish,
6844,Elizabeth Was,
6845,mIEKAL aND,Q124124047
6846,Lily Markiewicz,Q106619927
6847,Phil Taylor,
6848,Mark (Mark S. )| Rawlinson,
6849,NRA Shakespeare international,
6850,Anne Mœglin-Delcroix,Q93431426
6851,Centre Georges Pompidou Bibliothèque publique d'information.|,
6852,Multnomah County Library Collins Gallery.|,
6853,Bibliothèque nationale de France Département des estampes et de la photographie.|,
6854,Betty Bright,
6855,Davison Art Center.|,
6856,Clare I. Rogan,
6857,Suzy | Taraba,
6858,Rutherford W. Witthus,Q94121579
6859,Walter Hamady,Q7965060
6860,Lionel Bovier,Q55164897
6861,Clive Phillpot,Q22279671
6862,Weatherspoon Art Gallery.|,
6863,Artists' Books Collection (Library of Congress),
6864,|publisher Granary Books (Firm),
6865,Jeffrey Abt,Q74857804
6866,University of Chicago Library,
6867,Emanuele | De Donno,
6868,Giorgio Maffei,Q137158769
6869,Museo internazionale e biblioteca della musica.|,
6870,Spoleto (Italy) Galleria civica d'arte moderna.|,
6871,Marilyn A Hatch,
6872,Mariana | Oller,
6873,R. Reinstein (Ruth Reinstein)| Rogers,
6874,Wellesley College Library Special Collections.|,
6875,Spain)| Canòdrom (Barcelona,
6876,Belgium)| Kunstcentrum deSingel (Antwerp,
6877,Moritz Küng,Q98163937
6878,Ira G. | Wool,
6879,|publisher Inter Planetary Productions,
6880,Connell B. Gallagher,Q116481572
6881,Cynthia | Imperatore,
6882,University of Vermont Library.|,
6883,Dietmar Elger,Q1223367
6884,Fiona Elliott,
6885,Dieter Schwarz,
6886,Susan Bee,
6887,Betsy | Davids,
6888,Denison Museum.|,
6889,Craig Dworkin,Q22004144
6890,Pattie Belle Hastings,Q116822169
6891,Matthew G. Kirschenbaum,Q26237375
6892,Jerome J. | McGann,
6893,Emily McVarish,Q28445398
6894,Jena Osman,Q6177361
6895,Margorie | Perloff,
6896,San Francisco Center for the Book.|,
6897,Kyle Schlesinger,Q6451418
6898,Mira Schor,Q6872244
6899,Tate Shaw,
6900,Steve Tomasula,Q16210931
6901,Rosmarie Waldrop,Q13563120
6902,Darren S. (Darren Sean) Wershler-Henry,
6903,Steve Woodall,
6904,N Bright Hill Press North American Juried Book Arts Exhibition (7th : 2008 : Treadwell,
6905,Bright Hill Press.|,
6906,Bertha | Rogers,
6907,N Bright Hill Press North American Juried Book Arts Exhibition (6th : 2007 : Treadwell,
6908,Karen Hanmer,
6909,Robert Ruben,
6910,Grolier Club.|,
6911,Yvonne | Korshak,
6912,Peter A. Wick,
6913,Boston Athenaeum,
6914,Stuart Mills,
6915,David Robbins,
6916,Mindell Dubansky,Q116236927
6917,Frans Baake,
6918,Gregory Sholette,Q112494992
6919,Eugen Gomringer,Q123516
6920,Ilya Kabakov,Q699736
6921,Abigail Uhteg,
6922,Debora Dancy,Q61719403
6923,Kataro Masuda,
6924,Jim Boden,
6925,Woodland Pattern Book Center,
6926,Magnus Irvin,
6927,Gudrun von Maltzan,Q97015279
6928,Alberto Savinio,Q691973
6929,Nancy Leavitt,
6930,Edward Abbey,Q937610
6931,Enji Watanabe,
6932,Kazuko Watanabe,
6933,Peter H Beaman,
6934,Elizabeth Whiteley,
6935,Amy Young,
6936,Lewis Warsh,Q6537153
6937,Julia Harrison,
6938,John Gilgun,Q22004548
6939,Elka Schumann,
6940,Bread and Puppet Theater,
6941,Anne Flaten Pixley,
6942,Jeff Wall,
6943,William Everson,
6944,Lorraine Bodger,
6945,Rinaldo Novali,Q133761824
6946,Carleton Watkins,Q2939083
6947,M. M Lum,
6948,Lief Brush,
6949,Eileen Cowin,Q18648904
6950,Stephen Cruise,Q55219410
6951,Robert Fichter,
6952,Robert Heinekin,
6953,David Hlynsky,
6954,Syl Labrot,Q55219436
6955,Cynthia Marsh,
6956,Tony Petracca,
6957,Harland Snodgrass,
6958,Michael Robert Sowden,Q75885884
6959,Charles Swedland,
6960,Barbara Wilson,
6961,Gerard Charrière,
6962,Ellen Sollod,
6963,Pierre Balas,Q112375079
6964,Jean Le Gac,Q826970
6965,Günter Metken,Q1560816
6966,Claire Moreau,Q16627777
6967,François Bossière,Q102436339
6968,Pat Hammerman,
6969,Christian Kieckens,Q55235701
6970,Raymond Balau,
6971,Brian Wallis,Q93413788
6972,N.Y.) Group Material (Firm : New York,
6973,Dia Art Foundation,
6974,Carolyn Breakspear,
6975,Beaudoin Colignon,
6976,Lynn Zelevansky,Q47468449
6977,Ed Earle,Q15516492
6978,Ann E. Grasso,
6979,Kirsten Lavers,
6980,Cris Cheek,Q5185865
6981,Jennifer Vignone,
6982,Greta Sibley,
6983,Joseph A Osina,
6984,Small Offerings Press,
6985,Jerry McMillan,
6986,David Lamelas,Q829004
6987,Rudolf Rieser,Q122828990
6988,Helmut Rywelski,Q112687585
6989,Sanathanan,
6990,David Turner,
6991,Charles Henri Ford,Q1064794
6992,Mieko Shiomi,
6993,Suzanne Moore,
6994,Dorothy Handelman,Q133639472
6995,Gary Paul Nabhan,Q5525723
6996,Kim Stafford,Q6409411
6997,Earle Gray Bookbinding Co,
6998,Michael Patrick Harrington,
6999,Eric Doeringer,Q5386381
7000,W.H. Houldershaw Ltd,
7001,Pieter H Bakker Schut,
7002,Steve Wheatley,
7003,Brian Lane (Firm),
7004,Jan Demorest,
7005,Edward H. Hutchins,Q41573662
7006,Johannes Hevelius,Q57963
7007,Joseph Moxon,
7008,Ursula Isselstein,Q113735339
7009,Andrea Simkowski,
7010,Sara Greenberger,
7011,Ilse Buchert,Q50418140
7012,Иоҕанн Вольфганг фон Гете,Q5879
7013,Don Cortese,Q123937855
7014,Tatsumi Orimoto,Q2396209
7015,Alan Rath,Q37609978
7016,Paper Shrine (Firm),
7017,Nan Becker,Q117117969
7018,Rosemarie Castoro,Q21997777
7019,Gendai Bijutsu Sentā CCA Kitakyushu,
7020,Bukka Raya II,Q2336290
7021,Valerie Ann Carrigan,
7022,Dyke Action Machine,
7023,Tony Rickaby,Q106694809
7024,Jubilee Press,
7025,Rachel McNassor,
7026,Steven J Bernstein,
7027,A. S. C Rower,
7028,Flockophobic Press,
7029,Eugenio Carmi,Q952096
7030,Cathy Berberian,Q285462
7031,Lew Thomas,
7032,Regina Rodrigues,
7033,Denise Aubertin,
7034,Gabriele Schmidt-Heins,Q22671976
7035,Lee Silverman,
7036,Jude Stéfan,Q3187940
7037,Charles Gledhill,
7038,France) Collectif Génération (Firm : Paris,
7039,Carinna Parraman,
7040,Karen Bucher,
7041,Avis Newman,Q4828960
7042,Roy Grayson,Q21455355
7043,Don McPhee,Q110081361
7044,Tomasz Kawiak,Q94429265
7045,Suzie Kinney,
7046,Anselm Stalder,Q55464775
7047,Peter Malutzki,Q139155308
7048,H. C. Artmann,Q45250
7049,Helmuth Halbach,
7050,Giuseppe Penone,Q568924
7051,David Robilliard,Q20858465
7052,Galerie René Block,
7053,Deutscher Akademischer Austauschdienst,
7054,Berliner Künstlerprogramm,
7055,Philip Lange,
7056,Radoslaw Nowakowski,
7057,Nathaniel Hawthorne,
7058,Yves Boisvert,
