title,authors,zotero_item_id,google_books_id,google_books_url
Clinkscale.,"Douglas, Helen; Stokes, Telfer |",9684,Ua0qGQAACAAJ,https://books.google.com/books?id=Ua0qGQAACAAJ
Clinkscale.,"Stokes, Telfer; Douglas, Helen",17036,Ua0qGQAACAAJ,https://books.google.com/books?id=Ua0qGQAACAAJ
"Close-cropped tales","Baldessari, John; Gallery.|, CEPA",10148,BJsZAAAAIAAJ,https://books.google.com/books?id=BJsZAAAAIAAJ
"Close-cropped tales","Baldessari, John",11151,BJsZAAAAIAAJ,https://books.google.com/books?id=BJsZAAAAIAAJ
"Cock fight dance","LeWitt, Sol",10914,4uDsAAAACAAJ,https://books.google.com/books?id=4uDsAAAACAAJ
"Codex espangliensis : from Columbus to the border patrol","Gómez-Peña, Guillermo; Rice, Felicia; Chagoya, Enrique",11019,P_2V3BJIAS4C,https://books.google.com/books?id=P_2V3BJIAS4C
"Colección Golosina.",,9698,2KGmtwAACAAJ,https://books.google.com/books?id=2KGmtwAACAAJ
"Colección Golosina.",,9698,5J0DqAAACAAJ,https://books.google.com/books?id=5J0DqAAACAAJ
"Colección Golosina.",,9698,EfxYOQAACAAJ,https://books.google.com/books?id=EfxYOQAACAAJ
"Colección obsoleta.",,9697,JNthHAAACAAJ,https://books.google.com/books?id=JNthHAAACAAJ
"Collective memory","Oring, Sheryl",11016,vLUflAEACAAJ,https://books.google.com/books?id=vLUflAEACAAJ
"Color codes","Rosenberg, M; Riley, Charles A.; Shapiro, Ann R.",11149,OO10MwEACAAJ,https://books.google.com/books?id=OO10MwEACAAJ
"Colored people","Ruscha, Edward",14160,K7p8MAEACAAJ,https://books.google.com/books?id=K7p8MAEACAAJ
"Colorin buc.","Comuna del Lápiz japonés.|; Pico, Elenio",11015,X4tZPwAACAAJ,https://books.google.com/books?id=X4tZPwAACAAJ
"Columbart manifesto = Kolumbart manifest","Shnurov, Alexander",10363,EJemAQAACAAJ,https://books.google.com/books?id=EJemAQAACAAJ
"Come again","Frank, Robert",9668,l4NZAAAACAAJ,https://books.google.com/books?id=l4NZAAAACAAJ
"Coming and going : (a life-like dismissal)","Cronin, Robert",9696,Lfx5HAAACAAJ,https://books.google.com/books?id=Lfx5HAAACAAJ
"Commodity character","Rutkovsky, Paul",12683,_r6rAAAACAAJ,https://books.google.com/books?id=_r6rAAAACAAJ
"Como construir um modelo vivo","Leite, Luiza; Fada Inflada, |publisher; Podlubny, Tatiana |",8853,MEEMugEACAAJ,https://books.google.com/books?id=MEEMugEACAAJ
"Como nieve en Sevilla, o, Sobre la depresión del 10","Beiroa, Rosa; Macías, Daniel; Macías Díaz, Daniel; Santopietro, Judith",11010,SQR9MwEACAAJ,https://books.google.com/books?id=SQR9MwEACAAJ
Complexities,"Nettles, Bea",11008,PaqkAAAACAAJ,https://books.google.com/books?id=PaqkAAAACAAJ
"Constructs : stories","Kostelanetz, Richard",10196,WkJLAAAACAAJ,https://books.google.com/books?id=WkJLAAAACAAJ
"Continuous project altered daily : earth, water, grease, plastic, felt, wood, thread, light, photographs, sound","Morris, Robert",10143,c248HAAACAAJ,https://books.google.com/books?id=c248HAAACAAJ
"Continuous project altered daily : earth, water, grease, plastic, felt, wood, thread, light, photographs, sound","Morris, Robert",13075,c248HAAACAAJ,https://books.google.com/books?id=c248HAAACAAJ
"Conviviality : flirtation, displeasure, and the hospitable in the visual arts.","Kane, Mitchell",11001,5UZ9PAAACAAJ,https://books.google.com/books?id=5UZ9PAAACAAJ
"Cooking the books : Ron King and Circle Press","Lambirth, Andrew; King, Ronald",9788,fr57QgAACAAJ,https://books.google.com/books?id=fr57QgAACAAJ
Corners,"Nettles, Bea",10999,E3SmAAAAIAAJ,https://books.google.com/books?id=E3SmAAAAIAAJ
"Cosas de viaje","Mancera Vivas, Kevin",9940,1ZuMoAEACAAJ,https://books.google.com/books?id=1ZuMoAEACAAJ
"Counting on chance : 25 years of artists' books by Robin Price, publisher.","Price, Robin; Bright, Betty |; Center.|, Davison Art; Rogan, Clare I.; Taraba, Suzy |; Witthus, Rutherford W.",15727,-hPrcQAACAAJ,https://books.google.com/books?id=-hPrcQAACAAJ
"Cover to cover","Snow, Michael",10142,2lRvJgAACAAJ,https://books.google.com/books?id=2lRvJgAACAAJ
"Cover to cover","Snow, Michael",10142,WcYoqAAACAAJ,https://books.google.com/books?id=WcYoqAAACAAJ
"Cover to cover","Snow, Michael",14670,WcYoqAAACAAJ,https://books.google.com/books?id=WcYoqAAACAAJ
"Cover to cover","Snow, Michael",14670,WhNLQAAACAAJ,https://books.google.com/books?id=WhNLQAAACAAJ
"Cover to cover : the artist's book in perspective","Perrée, Rob; center)|, De Beyerd (Art",9795,x5JPAAAAMAAJ,https://books.google.com/books?id=x5JPAAAAMAAJ
Crackers.,"Ruscha, Edward; Williams, Mason",10141,jJtezgAACAAJ,https://books.google.com/books?id=jJtezgAACAAJ
Crackers.,"Ruscha, Edward; Williams, Mason",10195,jJtezgAACAAJ,https://books.google.com/books?id=jJtezgAACAAJ
"Crazy quilt.","Cummins, Maureen",12824,UYXMPgAACAAJ,https://books.google.com/books?id=UYXMPgAACAAJ
"Crease folds","Morris, Sarah",16356,U33NjgEACAAJ,https://books.google.com/books?id=U33NjgEACAAJ
"Creating artists' books","Bodman, Sarah",13412,NJ1PAAAAMAAJ,https://books.google.com/books?id=NJ1PAAAAMAAJ
"Creating with abandon : process in the artists' books of Angela Lorenz.","Lorenz, Angela; Library.|, Brown University; Library.|, Fleet",15535,YKK6AAAACAAJ,https://books.google.com/books?id=YKK6AAAACAAJ
"Crónica de Tollan","Illanes, Manuel; Cartonera (Firm : Cuernavaca, Mexico)|",9644,pL_0oAEACAAJ,https://books.google.com/books?id=pL_0oAEACAAJ
"Cuadernos y márgenes = Notebooks and margins","Carabajal, Fernando",9705,ntmtoAEACAAJ,https://books.google.com/books?id=ntmtoAEACAAJ
"Cuchillos en el aire = Knives in the air","Trujillo, Johann E.; Zaldívar, Alfredo; Boyle, Peter",10360,DXL9jgEACAAJ,https://books.google.com/books?id=DXL9jgEACAAJ
"Cédula de Identidad Venezolana","Doza, Enrique",9683,OWpGnwEACAAJ,https://books.google.com/books?id=OWpGnwEACAAJ
"Dalston Anatomy","Vitturi, Lorenzo; Berkson, Sam |",9809,FaPZoQEACAAJ,https://books.google.com/books?id=FaPZoQEACAAJ
"Dangerous women : from the collection of Peter J. Cohen ; edited by Melissa Catanese.","Catanese, Melissa; Cohen, Peter J.",9704,Oc3BoAEACAAJ,https://books.google.com/books?id=Oc3BoAEACAAJ
"Danny, the last African American in the 22nd century","Tisdale, Danny",14393,CphPAAAAMAAJ,https://books.google.com/books?id=CphPAAAAMAAJ
"Das Lamm","Horn, Rebecca; Mosebach, Martin",9916,Yd9EAAAACAAJ,https://books.google.com/books?id=Yd9EAAAACAAJ
"De la memoria : glosa para Eliseo Diego","Milián Maura, Giorge Michel; Hernández Milián, Juan",11485,IT2joAEACAAJ,https://books.google.com/books?id=IT2joAEACAAJ
"Dead man's trail","Meres, Gary",9851,WPBPnwEACAAJ,https://books.google.com/books?id=WPBPnwEACAAJ
"Debtor's prison","Warsh, Lewis; Harrison, Julie",11488,-2VQAAAAMAAJ,https://books.google.com/books?id=-2VQAAAAMAAJ
Decir,"Beverido, Maliyel; Vanden Broeck, Fabricio",9740,LpkeogEACAAJ,https://books.google.com/books?id=LpkeogEACAAJ
"Deep blue sky, light blue sky","Weiner, Lawrence",9805,lzpDAQAAIAAJ,https://books.google.com/books?id=lzpDAQAAIAAJ
"Deformer : the shaping and mishaping effects of growing up a specimen in the suburban domestic incubator (and the subsequent paradigm shift upon exit)","Templeton, Ed",11486,aMdLAQAAIAAJ,https://books.google.com/books?id=aMdLAQAAIAAJ
"Deformer : the shaping and mishaping effects of growing up a specimen in the suburban domestic incubator (and the subsequent paradigm shift upon exit)","Templeton, Ed",11486,vgGIMQAACAAJ,https://books.google.com/books?id=vgGIMQAACAAJ
"Del argumento doble","Álvarez, María",9739,czQymAEACAAJ,https://books.google.com/books?id=czQymAEACAAJ
"Del trovador","Ponce, Agustina; Valero, Elizabeth; Ediciones Vigía, |publisher; Casaus, Víctor; Rodríguez, Silvio",10042,jCPNoQEACAAJ,https://books.google.com/books?id=jCPNoQEACAAJ
"Delirios líricos","Alves, Franklin; Cámara, Mario; Di Leone, Luciana; Mattoso, Glauco; Nápoli, Cristian de; Perlongher, Néstor",11484,UOGtOwAACAAJ,https://books.google.com/books?id=UOGtOwAACAAJ
"Delta de las arenas : cuentos árabes, cuentos judíos","Alpízar Linares, Mayra; Salum, Rose Mary",9619,TqG2jgEACAAJ,https://books.google.com/books?id=TqG2jgEACAAJ
"Demoliendo teles : poesía de cuneta.",,13064,GmHKjgEACAAJ,https://books.google.com/books?id=GmHKjgEACAAJ
"Depero futurista : edizione italiana Dinamo Azari ....","Depero, Fortunato",17266,d9kwPwAACAAJ,https://books.google.com/books?id=d9kwPwAACAAJ
Descendant,"Brook, Jennifer",11481,eGCpMwEACAAJ,https://books.google.com/books?id=eGCpMwEACAAJ
"Designated drivers","Temporary Services (Group of artists)",11479,UHVRtwAACAAJ,https://books.google.com/books?id=UHVRtwAACAAJ
"Desire and the importance of failure : lo spirito della storia naturale","Keeley, Shelagh; Esch, Deborah",11477,5DYlAAAACAAJ,https://books.google.com/books?id=5DYlAAAACAAJ
"Details from the excavation of Wooster Street","Nonas, Richard",10172,WdvXtgAACAAJ,https://books.google.com/books?id=WdvXtgAACAAJ
"Details magazine","Rara, Sarah; Fischbeck, Luke; Sumi Ink Club (Art Project)",11475,iPjWngEACAAJ,https://books.google.com/books?id=iPjWngEACAAJ
"Detalles, citas y tal","Belmont, Cécile; Masvernat, Julia",11474,tZNZHQAACAAJ,https://books.google.com/books?id=tZNZHQAACAAJ
Detective,"Harvey, Michael; Printed Matter, Inc",11673,6mQYYAAACAAJ,https://books.google.com/books?id=6mQYYAAACAAJ
"Dia Al-Azzawi : a retrospective, from 1963 until tomorrow","ʻAzzāwī, Ḍiyāʼ; Arab Museum of Modern Art (Dawḥah, Qatar)|; David, Catherine; Alriwaq.|, Qatar Museums Gallery; Traboulsi, Karim; Youssef, Nariman",8852,gCdJswEACAAJ,https://books.google.com/books?id=gCdJswEACAAJ
"Diablo me obligó","Aduriz, Diego",9842,FnnVNwAACAAJ,https://books.google.com/books?id=FnnVNwAACAAJ
"Diary of images : it's still time to mourn","Carvalho, Josely",11664,7WdcAAAAMAAJ,https://books.google.com/books?id=7WdcAAAAMAAJ
Dibujo,"Mejía, Juan",9927,jXB4QwAACAAJ,https://books.google.com/books?id=jXB4QwAACAAJ
"Diccionario para road movie = Dictionary for road movie","Morais, Fabio",9918,xRH-ngEACAAJ,https://books.google.com/books?id=xRH-ngEACAAJ
"Different notions of cleanliness","Tacha, Athena",15133,f14dywAACAAJ,https://books.google.com/books?id=f14dywAACAAJ
"Diminuto cielo : itinerario bio-gráfico obsesivo a partir de las frases y los dibujos acumulados","Rubira, Curro",9876,LBQnygAACAAJ,https://books.google.com/books?id=LBQnygAACAAJ
Dinosaurs,"Bar Lev, Jenifer",9734,gqYVAQAAIAAJ,https://books.google.com/books?id=gqYVAQAAIAAJ
"Diplomatic passport : United States of America.","Martens, Anne",10284,OSncMwEACAAJ,https://books.google.com/books?id=OSncMwEACAAJ
"Dive dark dream slow","Catanese, Melissa",9703,IcozLgEACAAJ,https://books.google.com/books?id=IcozLgEACAAJ
"Doble faz","Paris Vélez, Nicolás; Fresneda, Andrés; Fajardo, Juan Pablo; León, Museo de Arte Contemporáneo de Castilla y",11651,lnEoOwAACAAJ,https://books.google.com/books?id=lnEoOwAACAAJ
"Doctor Mister Miracles's guide to miracle-making : a manual (abridged).","Hockensmith, Josh",11649,lPR7oAEACAAJ,https://books.google.com/books?id=lPR7oAEACAAJ
"Doctor Mister Miracles's vocabulary guide for the perplexed miraclist","Hockensmith, Josh; Blue Bluer Books (Firm), |publisher",10047,trTJrQEACAAJ,https://books.google.com/books?id=trTJrQEACAAJ
"Donde la luna bebe : antología de narrativa","Estévez Jordán, Rolando; Cuesta, Mabel; Ruiz Montes, Laura; García, Rocío",11646,ao7jPAAACAAJ,https://books.google.com/books?id=ao7jPAAACAAJ
"Dos poetas judíos = two poets","Agosín, Marjorie; Glantz, Yaacov",11642,q_UFjwEACAAJ,https://books.google.com/books?id=q_UFjwEACAAJ
"Double game","Calle, Sophie; Auster, Paul",11639,-BsySAAACAAJ,https://books.google.com/books?id=-BsySAAACAAJ
"Double game","Calle, Sophie; Auster, Paul",11639,fuZTAAAAMAAJ,https://books.google.com/books?id=fuZTAAAAMAAJ
"Douglas Gordon : [black spot, Tate Liverpool, 23 June 1-October 2000].","Gordon, Douglas",11636,9ZE0AQAAIAAJ,https://books.google.com/books?id=9ZE0AQAAIAAJ
"Douglas Gordon : [black spot, Tate Liverpool, 23 June 1-October 2000].","Gordon, Douglas",11636,K5XqoQEACAAJ,https://books.google.com/books?id=K5XqoQEACAAJ
"Dr. Ameisenhaufen's fauna","Formiguera, Pere; Fontcuberta, Joan",11633,mHOZtgAACAAJ,https://books.google.com/books?id=mHOZtgAACAAJ
"Dr. Ameisenhaufen's fauna","Formiguera, Pere; Fontcuberta, Joan",11633,yGGFtwAACAAJ,https://books.google.com/books?id=yGGFtwAACAAJ
"Drawings while waiting for an idea","Rosenquist, James",10922,NBtIJwAACAAJ,https://books.google.com/books?id=NBtIJwAACAAJ
"Dream / Ari Marcopoulos.","Marcopoulos, Ari",11631,M9yPoAEACAAJ,https://books.google.com/books?id=M9yPoAEACAAJ
Drowning.,"Robinson, Lisa",11621,P4c8QwAACAAJ,https://books.google.com/books?id=P4c8QwAACAAJ
"Druckworks 1972-2012 : 40 years of books and projects","Zweig, Janet; Columbia College (Chicago, Ill ) Center for Book & Paper Arts |; Freeman, Brad; Drucker, Johanna; Lyons, Joan; Clay, Steven; Meador, Clifton |; Bernstein, Charles; Bee, Susan |; Davids, Betsy |; Museum.|, Denison; Dworkin, Craig Douglas |; Hastings, Pattie Belle |; Kirschenbaum, Matthew G. |; McGann, Jerome J. |; McVarish, Emily |; Osman, Jena |; Perloff, Margorie |; Book.|, San Francisco Center for the; Schlesinger, Kyle |; Schor, Mira |; Shaw, Tate |; Tomasula, Steve |; Waldrop, Rosmarie; Wershler-Henry, Darren S. (Darren Sean); Woodall, Steve",15654,yWDqlAEACAAJ,https://books.google.com/books?id=yWDqlAEACAAJ
"Duration piece # 8 : global, (parts I-II)","Huebler, Douglas",9848,BHe6tgAACAAJ,https://books.google.com/books?id=BHe6tgAACAAJ
"Dust book","Diépois, Aline; Gizolme, Tomato",11616,fspLAQAAIAAJ,https://books.google.com/books?id=fspLAQAAIAAJ
"Dutch details","Ruscha, Edward",10373,uyFmHQAACAAJ,https://books.google.com/books?id=uyFmHQAACAAJ
"E-commerce zine","Fortunato, Dominic",9669,JR3DoQEACAAJ,https://books.google.com/books?id=JR3DoQEACAAJ
"EE. EE. : expediente extraordinario","Benavídez Bedoya, Alfredo; Santoro, Daniel",9726,75IAAAAACAAJ,https://books.google.com/books?id=75IAAAAACAAJ
"Ed Ruscha : photographs.","Ruscha, Edward",11612,xaUsPQAACAAJ,https://books.google.com/books?id=xaUsPQAACAAJ
"Edward Ruscha (Ed-werd Rew-shay) young artist; a book accompanying the exhibition of prints, drawings, and books of Edward Ruscha at the Minneapolis Institute of Arts, April 18-May 28, 1972.","Ruscha, Edward",11611,tDtpHAAACAAJ,https://books.google.com/books?id=tDtpHAAACAAJ
Eight,"Pecchio, Pamela",13088,RONpGwAACAAJ,https://books.google.com/books?id=RONpGwAACAAJ
Eis,"Richter, Gerhard",9893,f4aFZwEACAAJ,https://books.google.com/books?id=f4aFZwEACAAJ
"El 7 plagas","Rivano, Mateo; Romero Díaz, César",11608,9XocoAEACAAJ,https://books.google.com/books?id=9XocoAEACAAJ
"El Palentino","Bel, Jonás",9730,VqMDnwEACAAJ,https://books.google.com/books?id=VqMDnwEACAAJ
"El Paso, a hoverview : 59 works","Baron, Ho",9733,btY2AQAAIAAJ,https://books.google.com/books?id=btY2AQAAIAAJ
"El Tambor de Ayapá ; y, Nokán y el Maíz","Valdés, Frank David; Mederos, Gladys; Rodríguez García, Dania",11595,XwOZMwEACAAJ,https://books.google.com/books?id=XwOZMwEACAAJ
"El casimiro","Valero, Elizabeth; Montalvo, Rey",11607,pqypoAEACAAJ,https://books.google.com/books?id=pqypoAEACAAJ
"El cuello de tres picos, dos patos y pico ; La mesa está servida : ¿nos sentamos a la mesa? ; El desnudo entre tanto se mantiene ; Las visiones del hornero el cielo, alas","Lenardón, Silvia",11606,HcHiMAAACAAJ,https://books.google.com/books?id=HcHiMAAACAAJ
"El diario de la china : (donde el diablo perdió el poncho y la liebre y el zorro se dan las buenas noches)","Páez, Roxana",11605,XbrroAEACAAJ,https://books.google.com/books?id=XbrroAEACAAJ
"El gordo de los boleros y otros cuentos","Díaz Eterović, Ramón",11600,kJB4twAACAAJ,https://books.google.com/books?id=kJB4twAACAAJ
"El hombre polar regresa a Stuttgart","Cucurto, Washington; Vecino, Nahuel",9694,WvD4mgEACAAJ,https://books.google.com/books?id=WvD4mgEACAAJ
"El libro del fin del mundo","Gache, Belén",9860,7m_LAAAACAAJ,https://books.google.com/books?id=7m_LAAAACAAJ
"El muro = The wall","Hernández Santos, Eduardo; Piñera, Virgilio",9124,saSTQQAACAAJ,https://books.google.com/books?id=saSTQQAACAAJ
"El paraíso de Onán","Montes, Luisa; Astrolabio Editorial, |publisher",9780,Q1oXogEACAAJ,https://books.google.com/books?id=Q1oXogEACAAJ
"El partido de José Marti","Milián Maura, Giorge Michel; Rodríguez, Jorge Luis",11597,C9-gngEACAAJ,https://books.google.com/books?id=C9-gngEACAAJ
"El paseo","Mattoni, Silvio",11596,KdjGPAAACAAJ,https://books.google.com/books?id=KdjGPAAACAAJ
"El señor del cielo","Oviedo, Antonio; La Sofía Cartonera, |publisher",9770,wcXCoAEACAAJ,https://books.google.com/books?id=wcXCoAEACAAJ
"El titiritero Florencio : poemas y rondas de Salvador Lemis ; selección y notas: Ruben Dario Salazar ; ilustraciones: Zenén Calero.","Vigía.|, Ediciones; Ponce, Agustina; Lemis, Salvador; Calero, Zenén; Darío Salazar, Rubén",10041,MQvSoAEACAAJ,https://books.google.com/books?id=MQvSoAEACAAJ
"El zoológico","Moyano, María",9915,1wn-PgAACAAJ,https://books.google.com/books?id=1wn-PgAACAAJ
"Ella no responde","Ruiz Montes, Laura; Serao, Matilde; Alpízar, Mayra; Loynaz, Dulce María",11599,dumwoAEACAAJ,https://books.google.com/books?id=dumwoAEACAAJ
"Elvis Road","Robel, Xavier; Reumann, Helge",11593,jzx0AAAACAAJ,https://books.google.com/books?id=jzx0AAAACAAJ
"En el ropero del señor Bernard falta el traje que más detesta","La Sofía Cartonera, |publisher; Bellatin, Mario",9752,gEznoAEACAAJ,https://books.google.com/books?id=gEznoAEACAAJ
"En el último sendero el iniciado piensa","Oliva, Carlos Miguel; Quincoses Clavelo, Liudmila; Ramos, Enrique",11590,Cn79GAAACAAJ,https://books.google.com/books?id=Cn79GAAACAAJ
"En la rivera de un Río","Rosetti, Dalia",11588,eOjvoAEACAAJ,https://books.google.com/books?id=eOjvoAEACAAJ
"En tierra, hilando vientos","Castañeda A., Natalia",11585,91gkQwAACAAJ,https://books.google.com/books?id=91gkQwAACAAJ
"Enferma del alma","Rodríguez, Claudia",11589,uqLajgEACAAJ,https://books.google.com/books?id=uqLajgEACAAJ
"Entrée libre, roman hypergraphique, polyautomatique, cryptographique infinitésimal, supertemporel.","Lemaître, Maurice",16358,yf3L8aYrjbkC,https://books.google.com/books?id=yf3L8aYrjbkC
Equilibristas,"Prada, Rafa; Hernández Triano, Rocío; Tafoya, Adriana",11583,6KBHMwEACAAJ,https://books.google.com/books?id=6KBHMwEACAAJ
"Equipaje de mano","Lázaro, Raúl",16330,-2JCMwEACAAJ,https://books.google.com/books?id=-2JCMwEACAAJ
"Era hombre, era mito, era bestia = Man, myth, beast","Rathbun, Jennifer; Carvajal, Sandra; Vergara, Iván",9815,2KbKoAEACAAJ,https://books.google.com/books?id=2KbKoAEACAAJ
"Es una historia negra","Casado, Julieta; Massai, Francesca",11577,861iewAACAAJ,https://books.google.com/books?id=861iewAACAAJ
Escape,"Rabinowitz, Cay",11582,GKZ8GwAACAAJ,https://books.google.com/books?id=GKZ8GwAACAAJ
"Escenario múltiple","Rojo, Vicente; Hiriart, Hugo",9883,AOZtAAAACAAJ,https://books.google.com/books?id=AOZtAAAACAAJ
"Escenario múltiple","Rojo, Vicente; Hiriart, Hugo",9883,rH4xLAAACAAJ,https://books.google.com/books?id=rH4xLAAACAAJ
"Espacio, cuerpo y materia","Allina, Trixi",16329,I0NYywAACAAJ,https://books.google.com/books?id=I0NYywAACAAJ
"Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain","Moeglin-Delcroix, Anne; photographie.|, Bibliothèque nationale de France Département des estampes et de la",9791,m_eKtgAACAAJ,https://books.google.com/books?id=m_eKtgAACAAJ
Etceteras,"Rosenberg, M",9879,hhoMSQAACAAJ,https://books.google.com/books?id=hhoMSQAACAAJ
Eternidad,"Estévez Jordán, Rolando; Pérez Oliva, Pedro Enrique; Loynaz, Dulce",11576,VObMjgEACAAJ,https://books.google.com/books?id=VObMjgEACAAJ
"Euthanasia in kit form","Kermaire, Christine",14916,v13_ewEACAAJ,https://books.google.com/books?id=v13_ewEACAAJ
"Every building on the Sunset Strip.","Ruscha, Edward",10131,l2Ut_d_DlfkC,https://books.google.com/books?id=l2Ut_d_DlfkC
"Every building on the Sunset Strip.","Ruscha, Edward",10372,l2Ut_d_DlfkC,https://books.google.com/books?id=l2Ut_d_DlfkC
"Everything I kept = Todo lo que guarde","Behar, Ruth; Estévez Jordán, Rolando",11471,m608GwAACAAJ,https://books.google.com/books?id=m608GwAACAAJ
"Evidence of living","Bernat, Robin",11469,ilDgAAAACAAJ,https://books.google.com/books?id=ilDgAAAACAAJ
"Exhausted geographies.","Malkani, Zahra; Rajani, Shahana; Anwar. Nausheen H.|; Yaminay.|, Chaudhri; Shayan.|, Rajani; Fazal.|, Rizvi; Anam.|, Soomro; Sarwat.|, Viqar",17298,SYX8jgEACAAJ,https://books.google.com/books?id=SYX8jgEACAAJ
"Exhaustive parallel intervals","Kostelanetz, Richard",10370,zCzZAAAACAAJ,https://books.google.com/books?id=zCzZAAAACAAJ
"Exhibition of paintings : 2nd Johannesburg Biennale, Johannesburg Art Gallery, 1997","Kopystiansky, Igor; 1997), Johannesburg Biennale (2nd :; Gallery, Johannesburg Art",11463,n7XRygAACAAJ,https://books.google.com/books?id=n7XRygAACAAJ
Family,"Burgin, Victor; Baker, Amy",15215,2KuAQgAACAAJ,https://books.google.com/books?id=2KuAQgAACAAJ
"Fantastic architecture","Higgins, Dick; Vostell, Wolf",11455,ub-aQgAACAAJ,https://books.google.com/books?id=ub-aQgAACAAJ
"Far horizons","McCarney, Scott",16323,aqrWPQAACAAJ,https://books.google.com/books?id=aqrWPQAACAAJ
"Fatima, o, el Parque de la Fraternidad = Fatima of Fraternity Park","Estévez Jordán, Rolando; Ruiz Montes, Laura; Barnet, Miguel",11451,nGA7MwEACAAJ,https://books.google.com/books?id=nGA7MwEACAAJ
"Fearless beadwork : improvisational peyote stitch : handwriting & drawings from hell","Scott, Joyce",11450,T2pJAQAAIAAJ,https://books.google.com/books?id=T2pJAQAAIAAJ
"Fears grow wings","Chadwick, Macy",16322,ABAbtwAACAAJ,https://books.google.com/books?id=ABAbtwAACAAJ
"Fer : una fábula encendida y atolandrada.","Cucurto, Washington",11447,yCJNAQAAIAAJ,https://books.google.com/books?id=yCJNAQAAIAAJ
"Feria congelada","Jaramillo Quijano, Catalina",11448,Nqb5XwAACAAJ,https://books.google.com/books?id=Nqb5XwAACAAJ
"Field guide to North America and to other regions","Wegman, William",9807,3z5nPQAACAAJ,https://books.google.com/books?id=3z5nPQAACAAJ
"Finite sets","Buck, Julie",11441,oBkoQwAACAAJ,https://books.google.com/books?id=oBkoQwAACAAJ
"Five stories","Pozzi, Lucio",9901,qs_oygAACAAJ,https://books.google.com/books?id=qs_oygAACAAJ
"Five texts / Daniel Buren.","Buren, Daniel",10221,UIs0NAAACAAJ,https://books.google.com/books?id=UIs0NAAACAAJ
"Flag book : interaction towards a better world","Lopes, Fernando; Games, Atlanta Committee for the Olympic; Olympiad, Cultural",11403,O7ZAngEACAAJ,https://books.google.com/books?id=O7ZAngEACAAJ
"Flamingo in the dark : images","Nettles, Bea",11432,GqOGQgAACAAJ,https://books.google.com/books?id=GqOGQgAACAAJ
"Flight textile book two","Kermaire, Christine",14914,HWWwQQAACAAJ,https://books.google.com/books?id=HWWwQQAACAAJ
"Flip read","Weston, Heather",9804,ain_AAAACAAJ,https://books.google.com/books?id=ain_AAAACAAJ
"Flying : practical training for beginners","Buvoli, Luca; Center.|, MIT List Visual Arts",9709,yE4AAAAACAAJ,https://books.google.com/books?id=yE4AAAAACAAJ
"Flying : practical training for beginners","Buvoli, Luca; Center, MIT List Visual Arts",14782,yE4AAAAACAAJ,https://books.google.com/books?id=yE4AAAAACAAJ
"Flying : practical training for intermediates : (Notes 1997-2002)","Buvoli, Luca; Horodner, Stuart; Portland Institute for Contemporary Art (Portland, Or )|",17171,EuS7PAAACAAJ,https://books.google.com/books?id=EuS7PAAACAAJ
"Fog behind the eye : an essay in reading","Sheridan, April",16318,HNYWngEACAAJ,https://books.google.com/books?id=HNYWngEACAAJ
"For example : (a critique of never) : a melodrama : (from The Mechanism of meaning)","Gins, Madeline; Arakawa, Shūsaku",9659,-tipGQAACAAJ,https://books.google.com/books?id=-tipGQAACAAJ
"For the voice","Lissitzky, El; Mayakovsky, Vladimir; Railing, Patricia |",9933,6BF8AAAAIAAJ,https://books.google.com/books?id=6BF8AAAAIAAJ
"For the voice","Lissitzky, El; Mayakovsky, Vladimir; Railing, Patricia |",9933,BKMXPwAACAAJ,https://books.google.com/books?id=BKMXPwAACAAJ
"For the voice","Lissitzky, El; Mayakovsky, Vladimir; Railing, Patricia |",9933,uw98AAAAIAAJ,https://books.google.com/books?id=uw98AAAAIAAJ
"For the voice","Railing, Patricia; Lissitzky, El; Mayakovsky, Vladimir",11410,6BF8AAAAIAAJ,https://books.google.com/books?id=6BF8AAAAIAAJ
"For the voice","Railing, Patricia; Lissitzky, El; Mayakovsky, Vladimir",11410,BKMXPwAACAAJ,https://books.google.com/books?id=BKMXPwAACAAJ
"For the voice","Railing, Patricia; Lissitzky, El; Mayakovsky, Vladimir",11410,uw98AAAAIAAJ,https://books.google.com/books?id=uw98AAAAIAAJ
"Fourth of July","Marclay, Christian; Criqui, Jean-Pierre",11088,Q2KZcQAACAAJ,https://books.google.com/books?id=Q2KZcQAACAAJ
"Fractal state of being","Teigen, Sara",9757,58oSogEACAAJ,https://books.google.com/books?id=58oSogEACAAJ
"Fragile kingdom.","Schnitger, Lara",11085,D8RPAAAAMAAJ,https://books.google.com/books?id=D8RPAAAAMAAJ
"Fragments from the stacked deck /","Anderson, Judy",11082,mNNpAAAACAAJ,https://books.google.com/books?id=mNNpAAAACAAJ
"Framing and being framed : 7 works, 1970-75","Haacke, Hans",10259,g7hPAAAAMAAJ,https://books.google.com/books?id=g7hPAAAAMAAJ
"Friendly cannibals","Gómez-Peña, Guillermo; Chagoya, Enrique",11395,FPawAAAAIAAJ,https://books.google.com/books?id=FPawAAAAIAAJ
"From around a lake","Long, Richard",10357,h8xPAQAAIAAJ,https://books.google.com/books?id=h8xPAQAAIAAJ
"Function =  funzione = funcion = fonction = Funktion.","Kosuth, Joseph",9961,1w1DNwAACAAJ,https://books.google.com/books?id=1w1DNwAACAAJ
