cluster,labels,include,conceptId,category,prefLabel,exactMatch,note
lcsh|flip-books,Flip books,y,flip-books,topical,Flip books,,auto-seeded draft; review
(OCoLC)fst00927412,Flip books,y,flip-books,topical,Flip books,,auto-seeded draft; review
unspecified|flip-books,flip books,y,flip-books,topical,Flip books,,auto-seeded draft; review
lcsh|flip-books-handbooks-manuals-etc,"Flip books -- Handbooks, manuals, etc",y,flip-books-handbooks-manuals-etc,topical,"Flip books -- Handbooks, manuals, etc",,auto-seeded draft; review
lcsh|flip-books-japan,Flip books -- Japan,y,flip-books-japan,topical,Flip books -- Japan,,auto-seeded draft; review
lcsh|flip-books-specimens,Flip books -- Specimens,y,flip-books-specimens,topical,Flip books -- Specimens,,auto-seeded draft; review
lcsh|flowers-pictorial-works,Flowers -- Pictorial works,y,flowers-pictorial-works,topical,Flowers -- Pictorial works,,auto-seeded draft; review
lcsh|fluxus-group-of-artists,Fluxus (Group of artists),y,fluxus-group-of-artists,topical,Fluxus (Group of artists),,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh87007297.,Fluxus (Group of artists),y,fluxus-group-of-artists,topical,Fluxus (Group of artists),,auto-seeded draft; review
http://id.worldcat.org/fast/928396.,Fluxus (Group of artists),y,fluxus-group-of-artists,topical,Fluxus (Group of artists),,auto-seeded draft; review
lcsh|fluxus-group-of-artists-catalogs,Fluxus (Group of artists) -- Catalogs,y,fluxus-group-of-artists-catalogs,topical,Fluxus (Group of artists) -- Catalogs,,auto-seeded draft; review
http://vocab.getty.edu/aat/300247923.,Folding (process),y,folding-process,topical,Folding (process),,auto-seeded draft; review
unspecified|folioscopes,Folioscopes,y,folioscopes,topical,Folioscopes,,auto-seeded draft; review
http://id.worldcat.org/fast/928587.,Folk art,y,folk-art,topical,Folk art,,auto-seeded draft; review
lcsh|folk-art-illinois-chicago,Folk art -- Illinois -- Chicago,y,folk-art-illinois-chicago,topical,Folk art -- Illinois -- Chicago,,auto-seeded draft; review
(OCoLC)fst00929383,Folk music,y,folk-music,topical,Folk music,,auto-seeded draft; review
http://id.worldcat.org/fast/929383.,Folk music,y,folk-music,topical,Folk music,,auto-seeded draft; review
lcsh|folk-music-colombia-comic-books-strips-etc,"Folk music -- Colombia -- Comic books, strips, etc",y,folk-music-colombia-comic-books-strips-etc,topical,"Folk music -- Colombia -- Comic books, strips, etc",,auto-seeded draft; review
lcsh|folk-music-periodicals,Folk music -- Periodicals,y,folk-music-periodicals,topical,Folk music -- Periodicals,,auto-seeded draft; review
http://id.worldcat.org/fast/930306.,Folklore,y,folklore,topical,Folklore,,auto-seeded draft; review
http://id.loc.gov/authorities/childrensSubjects/sj96005532.,Folklore,y,folklore,topical,Folklore,,auto-seeded draft; review
lcsh|folklore,Folklore,y,folklore,topical,Folklore,,auto-seeded draft; review
lcsh|folklore-colombia-21st-century-comic-books-strips-etc,"Folklore -- Colombia -- 21st century -- Comic books, strips, etc",y,folklore-colombia-21st-century-comic-books-strips-etc,topical,"Folklore -- Colombia -- 21st century -- Comic books, strips, etc",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008120890.,Folklore -- Cuba,y,folklore-cuba,topical,Folklore -- Cuba,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85050118.,Folklore -- Germany,y,folklore-germany,topical,Folklore -- Germany,,auto-seeded draft; review
lcshac|folklore-germany,Folklore -- Germany,y,folklore-germany,topical,Folklore -- Germany,,auto-seeded draft; review
lcsh|folklore-haiti-poetry,Folklore -- Haiti -- Poetry,y,folklore-haiti-poetry,topical,Folklore -- Haiti -- Poetry,,auto-seeded draft; review
lcsh|folklore-japan,Folklore -- Japan,y,folklore-japan,topical,Folklore -- Japan,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh88005530.,Folklore -- Mexico,y,folklore-mexico,topical,Folklore -- Mexico,,auto-seeded draft; review
lcsh|folklore-mexico-sonora-state,Folklore -- Mexico -- Sonora (State),y,folklore-mexico-sonora-state,topical,Folklore -- Mexico -- Sonora (State),,auto-seeded draft; review
http://id.worldcat.org/fast/930458.,Food,y,food,topical,Food,,auto-seeded draft; review
http://id.worldcat.org/fast/930503.,Food -- Economic aspects,y,food-economic-aspects,topical,Food -- Economic aspects,,auto-seeded draft; review
lcsh|food-economic-aspects-united-states,Food -- Economic aspects -- United States,y,food-economic-aspects-united-states,topical,Food -- Economic aspects -- United States,,auto-seeded draft; review
lcsh|food-international-cooperation-exhibitions,Food -- International cooperation -- Exhibitions,y,food-international-cooperation-exhibitions,topical,Food -- International cooperation -- Exhibitions,,auto-seeded draft; review
lcsh|food-mexico-fiction,Food -- Mexico -- Fiction,y,food-mexico-fiction,topical,Food -- Mexico -- Fiction,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85050209.,Food -- Pictorial works,y,food-pictorial-works,topical,Food -- Pictorial works,,auto-seeded draft; review
lcsh|food-pictorial-works,Food -- Pictorial works,y,food-pictorial-works,topical,Food -- Pictorial works,,auto-seeded draft; review
lcsh|food-poetry,Food -- Poetry,y,food-poetry,topical,Food -- Poetry,,auto-seeded draft; review
http://id.worldcat.org/fast/930613.,Food -- Social aspects,y,food-social-aspects,topical,Food -- Social aspects,,auto-seeded draft; review
lcsh|food-social-aspects-united-states,Food -- Social aspects -- United States,y,food-social-aspects-united-states,topical,Food -- Social aspects -- United States,,auto-seeded draft; review
http://id.worldcat.org/fast/930807.,Food habits,y,food-habits,topical,Food habits,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008103984.,Food habits -- History,y,food-habits-history,topical,Food habits -- History,,auto-seeded draft; review
lcsh|food-in-art,Food in art,y,food-in-art,topical,Food in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85050278.,Food in art,y,food-in-art,topical,Food in art,,auto-seeded draft; review
http://id.worldcat.org/fast/930835.,Food in art,y,food-in-art,topical,Food in art,,auto-seeded draft; review
(OCoLC)fst00930835,Food in art,y,food-in-art,topical,Food in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85050278,Food in art,y,food-in-art,topical,Food in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2009125335,Food in art -- Exhibitions,y,food-in-art-exhibitions,topical,Food in art -- Exhibitions,,auto-seeded draft; review
lcsh|food-writing-new-york-state-new-york,Food writing -- New York (State) -- New York,y,food-writing-new-york-state-new-york,topical,Food writing -- New York (State) -- New York,,auto-seeded draft; review
lcsh|foot-care-and-hygiene,Foot -- Care and hygiene,y,foot-care-and-hygiene,topical,Foot -- Care and hygiene,,auto-seeded draft; review
lcsh|foot-diseases-prevention,Foot -- Diseases -- Prevention,y,foot-diseases-prevention,topical,Foot -- Diseases -- Prevention,,auto-seeded draft; review
lcsh|foot-in-art,Foot in art,y,foot-in-art,topical,Foot in art,,auto-seeded draft; review
http://id.worldcat.org/fast/931362.,Football,y,football,topical,Football,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85050416.,Football -- United States,y,football-united-states,topical,Football -- United States,,auto-seeded draft; review
lcsh|football-in-art,Football in art,y,football-in-art,topical,Football in art,,auto-seeded draft; review
http://id.worldcat.org/fast/931452.,Footbinding,y,footbinding,topical,Footbinding,,auto-seeded draft; review
lcsh|footbinding-china-history,Footbinding -- China -- History,y,footbinding-china-history,topical,Footbinding -- China -- History,,auto-seeded draft; review
lcsh|footbinding-pictorial-works,Footbinding -- Pictorial works,y,footbinding-pictorial-works,topical,Footbinding -- Pictorial works,,auto-seeded draft; review
lcsh|footprints,Footprints,y,footprints,topical,Footprints,,auto-seeded draft; review
http://id.worldcat.org/fast/931715.,Fore-edge painting,y,fore-edge-painting,topical,Fore-edge painting,,auto-seeded draft; review
lcsh|fore-edge-painting-specimens,Fore-edge painting -- Specimens,y,fore-edge-painting-specimens,topical,Fore-edge painting -- Specimens,,auto-seeded draft; review
kao|f-renta-staterna,Förenta staterna,y,f-renta-staterna,topical,Förenta staterna,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85050707,Forests and forestry,y,forests-and-forestry,topical,Forests and forestry,,auto-seeded draft; review
lcsh|forests-and-forestry-juvenile-literature,Forests and forestry -- Juvenile literature,y,forests-and-forestry-juvenile-literature,topical,Forests and forestry -- Juvenile literature,,auto-seeded draft; review
lcsh|forests-in-art,Forests in art,y,forests-in-art,topical,Forests in art,,auto-seeded draft; review
lcsh|form-aesthetics-exhibitions,Form (Aesthetics) -- Exhibitions,y,form-aesthetics-exhibitions,topical,Form (Aesthetics) -- Exhibitions,,auto-seeded draft; review
lcsh|fortune-cookies,Fortune cookies,y,fortune-cookies,topical,Fortune cookies,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh89005492.,Fossils,y,fossils,topical,Fossils,,auto-seeded draft; review
http://id.worldcat.org/fast/933164.,Fossils,y,fossils,topical,Fossils,,auto-seeded draft; review
gtt|foto-s,Foto's,y,foto-s,topical,Foto's,,auto-seeded draft; review
unspecified|fotoband,Fotoband,y,fotoband,topical,Fotoband,,auto-seeded draft; review
lcsh|fotografie,Fotografie | fotografie,y,fotografie,topical,Fotografie,,auto-seeded draft; review
http://id.worldcat.org/fast/933256.,Found objects (Art),y,found-objects-art,topical,Found objects (Art),,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85051044.,Found objects (Art),y,found-objects-art,topical,Found objects (Art),,auto-seeded draft; review
lcsh|found-objects-art,Found objects (Art),y,found-objects-art,topical,Found objects (Art),,auto-seeded draft; review
lcsh|found-objects-art-catalogs,Found objects (Art) -- Catalogs,y,found-objects-art-catalogs,topical,Found objects (Art) -- Catalogs,,auto-seeded draft; review
lcsh|found-objects-art-photographs,Found objects (Art) -- Photographs,y,found-objects-art-photographs,topical,Found objects (Art) -- Photographs,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2010009838.,"Found poetry, American",y,found-poetry-american,topical,"Found poetry, American",,auto-seeded draft; review
http://id.worldcat.org/fast/1762741.,"Found poetry, American",y,found-poetry-american,topical,"Found poetry, American",,auto-seeded draft; review
http://id.worldcat.org/fast/933427.,Fourth of July,y,fourth-of-july,topical,Fourth of July,,auto-seeded draft; review
lcsh|fourth-of-july-pictorial-works,Fourth of July -- Pictorial works,y,fourth-of-july-pictorial-works,topical,Fourth of July -- Pictorial works,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85051147.,Fractals,y,fractals,topical,Fractals,,auto-seeded draft; review
http://id.worldcat.org/fast/933507.,Fractals,y,fractals,topical,Fractals,,auto-seeded draft; review
lcsh|fractals-pictorial-works,Fractals -- Pictorial works,y,fractals-pictorial-works,topical,Fractals -- Pictorial works,,auto-seeded draft; review
unspecified|france,France,y,france-topical,topical,France,,auto-seeded draft; review
unspecified|france-nice,France ; Nice,y,france-nice,topical,France ; Nice,,auto-seeded draft; review
http://id.worldcat.org/fast/934688.,French literature,y,french-literature,topical,French literature,,auto-seeded draft; review
lcsh|french-literature-20th-century-translations-into-english,French literature -- 20th century -- Translations into English,y,french-literature-20th-century-translations-into-english,topical,French literature -- 20th century -- Translations into English,,auto-seeded draft; review
local|frescoes-and-or-murals,Frescoes and / or murals,y,frescoes-and-or-murals,topical,Frescoes and / or murals,,auto-seeded draft; review
(OCoLC)fst00935107.,Fretwork,y,fretwork,topical,Fretwork,,auto-seeded draft; review
http://id.worldcat.org/fast/1353140.,Friends and associates,y,friends-and-associates,topical,Friends and associates,,auto-seeded draft; review
http://id.worldcat.org/fast/935174.,Friendship,y,friendship,topical,Friendship,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85052019.,Friezes,y,friezes,topical,Friezes,,auto-seeded draft; review
http://id.worldcat.org/fast/935212.,Friezes,y,friezes,topical,Friezes,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000989,Frogs in art,y,frogs-in-art,topical,Frogs in art,,auto-seeded draft; review
https://homosaurus.org/v4/homoit0000436.,FtMs,y,ftms,topical,FtMs,,auto-seeded draft; review
http://id.worldcat.org/fast/936488.,Furniture,y,furniture,topical,Furniture,,auto-seeded draft; review
lcsh|furniture-massachusetts-gardner,Furniture -- Massachusetts -- Gardner,y,furniture-massachusetts-gardner,topical,Furniture -- Massachusetts -- Gardner,,auto-seeded draft; review
http://id.worldcat.org/fast/936544.,Furniture industry and trade,y,furniture-industry-and-trade,topical,Furniture industry and trade,,auto-seeded draft; review
lcsh|furniture-industry-and-trade-massachusetts-gardner,Furniture industry and trade -- Massachusetts -- Gardner,y,furniture-industry-and-trade-massachusetts-gardner,topical,Furniture industry and trade -- Massachusetts -- Gardner,,auto-seeded draft; review
http://id.worldcat.org/fast/936587.,Furniture workers,y,furniture-workers,topical,Furniture workers,,auto-seeded draft; review
lcsh|furniture-workers-interviews,Furniture workers -- Interviews,y,furniture-workers-interviews,topical,Furniture workers -- Interviews,,auto-seeded draft; review
http://id.worldcat.org/fast/936780.,Futurism (Art),y,futurism-art,topical,Futurism (Art),,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008104221.,Futurism (Art) -- Italy,y,futurism-art-italy,topical,Futurism (Art) -- Italy,,auto-seeded draft; review
aat|games,games,y,games,topical,games,,auto-seeded draft; review
lcsh|games-mexico,Games -- Mexico,y,games-mexico,topical,Games -- Mexico,,auto-seeded draft; review
lcsh|games-united-states,Games -- United States,y,games-united-states,topical,Games -- United States,,auto-seeded draft; review
lcsh|games-in-art,Games in art,y,games-in-art,topical,Games in art,,auto-seeded draft; review
http://id.worldcat.org/fast/937826.,Garden structures,y,garden-structures,topical,Garden structures,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh96009027.,Garden structures -- Germany,y,garden-structures-germany,topical,Garden structures -- Germany,,auto-seeded draft; review
http://id.worldcat.org/fast/937852.,Gardening,y,gardening,topical,Gardening,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2009125675.,Gardening -- Pictorial works,y,gardening-pictorial-works,topical,Gardening -- Pictorial works,,auto-seeded draft; review
