cluster,labels,include,conceptId,category,prefLabel,exactMatch,note
lcsh|race-discrimination-washington-d-c,Race discrimination -- Washington (D.C.),y,race-discrimination-washington-d-c,topical,Race discrimination -- Washington (D.C.),,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2006007938.,Race in art,y,race-in-art,topical,Race in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1904405.,Race in art,y,race-in-art,topical,Race in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2006007938,Race in art,y,race-in-art,topical,Race in art,,auto-seeded draft; review
lcsh|race-in-art-catalogs,Race in art -- Catalogs,y,race-in-art-catalogs,topical,Race in art -- Catalogs,,auto-seeded draft; review
http://id.worldcat.org/fast/1086509.,Race relations,y,race-relations,topical,Race relations,,auto-seeded draft; review
(OCoLC)fst01086509,Race relations,y,race-relations,topical,Race relations,,auto-seeded draft; review
(OCoLC)fst01086569.,Race riots,y,race-riots,topical,Race riots,,auto-seeded draft; review
lcsh|race-riots-united-states-pictorial-works,Race riots -- United States -- Pictorial works,y,race-riots-united-states-pictorial-works,topical,Race riots -- United States -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1086589.,Racial profiling in law enforcement,y,racial-profiling-in-law-enforcement,topical,Racial profiling in law enforcement,,auto-seeded draft; review
lcsh|racial-profiling-in-law-enforcement-united-states-pictorial-works,Racial profiling in law enforcement -- United States -- Pictorial works,y,racial-profiling-in-law-enforcement-united-states-pictorial-works,topical,Racial profiling in law enforcement -- United States -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1086616.,Racism,y,racism,topical,Racism,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85110266.,Racism,y,racism,topical,Racism,,auto-seeded draft; review
http://id.worldcat.org/fast/1086619.,Racism -- Economic aspects,y,racism-economic-aspects,topical,Racism -- Economic aspects,,auto-seeded draft; review
lcsh|racism-economic-aspects-united-states-history-20th-century,Racism -- Economic aspects -- United States -- History -- 20th century,y,racism-economic-aspects-united-states-history-20th-century,topical,Racism -- Economic aspects -- United States -- History -- 20th century,,auto-seeded draft; review
http://id.worldcat.org/fast/1086627.,Racism -- Political aspects,y,racism-political-aspects,topical,Racism -- Political aspects,,auto-seeded draft; review
lcsh|racism-political-aspects,Racism -- Political aspects,y,racism-political-aspects,topical,Racism -- Political aspects,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008110339.,Racism -- United States,y,racism-united-states,topical,Racism -- United States,,auto-seeded draft; review
lcsh|racism-united-states-anecdotes,Racism -- United States -- Anecdotes,y,racism-united-states-anecdotes,topical,Racism -- United States -- Anecdotes,,auto-seeded draft; review
lcsh|racism-united-states-case-studies,Racism -- United States -- Case studies,y,racism-united-states-case-studies,topical,Racism -- United States -- Case studies,,auto-seeded draft; review
lcsh|racism-united-states-poetry,Racism -- United States -- Poetry,y,racism-united-states-poetry,topical,Racism -- United States -- Poetry,,auto-seeded draft; review
lcsh|racism-in-anthropology,Racism in anthropology,y,racism-in-anthropology,topical,Racism in anthropology,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000669.,Racism in art,y,racism-in-art,topical,Racism in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1086652.,Racism in art,y,racism-in-art,topical,Racism in art,,auto-seeded draft; review
lcsh|racism-in-art,Racism in art,y,racism-in-art,topical,Racism in art,,auto-seeded draft; review
lcsh|racism-in-language,Racism in language,y,racism-in-language,topical,Racism in language,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2003001971.,Racism in museum exhibits,y,racism-in-museum-exhibits,topical,Racism in museum exhibits,,auto-seeded draft; review
http://id.worldcat.org/fast/1086659.,Racism in museum exhibits,y,racism-in-museum-exhibits,topical,Racism in museum exhibits,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97006812.,Racism in popular culture,y,racism-in-popular-culture,topical,Racism in popular culture,,auto-seeded draft; review
http://id.worldcat.org/fast/1086660.,Racism in popular culture,y,racism-in-popular-culture,topical,Racism in popular culture,,auto-seeded draft; review
lcsh|radar-history-20th-century,Radar -- History -- 20th century,y,radar-history-20th-century,topical,Radar -- History -- 20th century,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh95006487.,Radio art,y,radio-art,topical,Radio art,,auto-seeded draft; review
http://id.worldcat.org/fast/1087195.,Radio art,y,radio-art,topical,Radio art,,auto-seeded draft; review
lcsh|radioactive-substances,Radioactive substances,y,radioactive-substances,topical,Radioactive substances,,auto-seeded draft; review
lcsh|radioactivity,Radioactivity,y,radioactivity,topical,Radioactivity,,auto-seeded draft; review
mesh|radioactivity,Radioactivity,y,radioactivity,topical,Radioactivity,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85110685.,Radiography,y,radiography,topical,Radiography,,auto-seeded draft; review
http://id.worldcat.org/fast/1088072.,Radiography,y,radiography,topical,Radiography,,auto-seeded draft; review
unspecified|raf,RAF,y,raf,topical,RAF,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85111146,Railroads -- United States,y,railroads-united-states,topical,Railroads -- United States,,auto-seeded draft; review
lcsh|railroads-in-art,Railroads in art,y,railroads-in-art,topical,Railroads in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1089410.,Rain and rainfall,y,rain-and-rainfall,topical,Rain and rainfall,,auto-seeded draft; review
lcsh|rain-and-rainfall-pictorial-works,Rain and rainfall -- Pictorial works,y,rain-and-rainfall-pictorial-works,topical,Rain and rainfall -- Pictorial works,,auto-seeded draft; review
lcsh|rain-forests-costa-rica,Rain forests -- Costa Rica,y,rain-forests-costa-rica,topical,Rain forests -- Costa Rica,,auto-seeded draft; review
lcsh|rainbow-in-art,Rainbow in art,y,rainbow-in-art,topical,Rainbow in art,,auto-seeded draft; review
lcsh|rainbows-in-art,Rainbows in art,y,rainbows-in-art,topical,Rainbows in art,,auto-seeded draft; review
fast|rap-music,Rap (Music),y,rap-music,topical,Rap (Music),,auto-seeded draft; review
lcsh|rap-music,Rap (Music),y,rap-music,topical,Rap (Music),,auto-seeded draft; review
http://id.worldcat.org/fast/1089970.,Rape,y,rape,topical,Rape,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2009008683.,Rape -- Psychological aspects,y,rape-psychological-aspects,topical,Rape -- Psychological aspects,,auto-seeded draft; review
http://id.worldcat.org/fast/1089980.,Rape -- Psychological aspects,y,rape-psychological-aspects,topical,Rape -- Psychological aspects,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000712.,Rape in art,y,rape-in-art,topical,Rape in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1090002.,Rape in art,y,rape-in-art,topical,Rape in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1090022.,Rape victims,y,rape-victims,topical,Rape victims,,auto-seeded draft; review
lcsh|rape-victims-in-art,Rape victims in art,y,rape-victims-in-art,topical,Rape victims in art,,auto-seeded draft; review
lcsh|rare-birds-north-america,Rare birds -- North America,y,rare-birds-north-america,topical,Rare birds -- North America,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85111552.,Rattle (Musical instrument),y,rattle-musical-instrument,topical,Rattle (Musical instrument),,auto-seeded draft; review
http://id.worldcat.org/fast/1090365.,Rattle (Musical instrument),y,rattle-musical-instrument,topical,Rattle (Musical instrument),,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh94009624.,Rave culture,y,rave-culture,topical,Rave culture,,auto-seeded draft; review
http://id.worldcat.org/fast/1090391.,Rave culture,y,rave-culture,topical,Rave culture,,auto-seeded draft; review
lcsh|readers-primary-1950-1975-history-and-criticism,Readers (Primary) -- 1950-1975 -- History and criticism,y,readers-primary-1950-1975-history-and-criticism,topical,Readers (Primary) -- 1950-1975 -- History and criticism,,auto-seeded draft; review
http://id.worldcat.org/fast/1090626.,Reading,y,reading,topical,Reading,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85111669.,Reading -- Physiological aspects,y,reading-physiological-aspects,topical,Reading -- Physiological aspects,,auto-seeded draft; review
http://id.worldcat.org/fast/1090664.,Reading -- Physiological aspects,y,reading-physiological-aspects,topical,Reading -- Physiological aspects,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2005005346.,Reading in art,y,reading-in-art,topical,Reading in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1904436.,Reading in art,y,reading-in-art,topical,Reading in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85111673.,"Reading, Psychology of",y,reading-psychology-of,topical,"Reading, Psychology of",,auto-seeded draft; review
http://id.worldcat.org/fast/1090844.,"Reading, Psychology of",y,reading-psychology-of,topical,"Reading, Psychology of",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000718.,Reality in art,y,reality-in-art,topical,Reality in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1091248.,Reality in art,y,reality-in-art,topical,Reality in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1091560.,Record labels,y,record-labels,topical,Record labels,,auto-seeded draft; review
lcsh|record-labels-specimens,Record labels -- Specimens,y,record-labels-specimens,topical,Record labels -- Specimens,,auto-seeded draft; review
lcsh|recovering-alcoholics,Recovering alcoholics,y,recovering-alcoholics,topical,Recovering alcoholics,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85111986.,Recreation in art,y,recreation-in-art,topical,Recreation in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1091865.,Recreation in art,y,recreation-in-art,topical,Recreation in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85112020.,"Recycling (Waste, etc.)",y,recycling-waste-etc,topical,"Recycling (Waste, etc.)",,auto-seeded draft; review
http://id.worldcat.org/fast/1092000.,"Recycling (Waste, etc.)",y,recycling-waste-etc,topical,"Recycling (Waste, etc.)",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2012000484,"Recycling (Waste, etc.) in art",y,recycling-waste-etc-in-art,topical,"Recycling (Waste, etc.) in art",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2012000484.,"Recycling (Waste, etc.) in art",y,recycling-waste-etc-in-art,topical,"Recycling (Waste, etc.) in art",,auto-seeded draft; review
http://id.worldcat.org/fast/1904444.,"Recycling (Waste, etc.) in art",y,recycling-waste-etc-in-art,topical,"Recycling (Waste, etc.) in art",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85112063.,Red in art,y,red-in-art,topical,Red in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1092145.,Red in art,y,red-in-art,topical,Red in art,,auto-seeded draft; review
lcsh|red-in-art-handbooks-manuals-etc,"Red in art -- Handbooks, manuals, etc",y,red-in-art-handbooks-manuals-etc,topical,"Red in art -- Handbooks, manuals, etc",,auto-seeded draft; review
lcsh|red-in-literature,Red in literature,y,red-in-literature,topical,Red in literature,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000725.,Reflection (Optics) in art,y,reflection-optics-in-art,topical,Reflection (Optics) in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1092490.,Reflection (Optics) in art,y,reflection-optics-in-art,topical,Reflection (Optics) in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1092759.,Refrigerators,y,refrigerators,topical,Refrigerators,,auto-seeded draft; review
lcsh|refrigerators-pictorial-works,Refrigerators -- Pictorial works,y,refrigerators-pictorial-works,topical,Refrigerators -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1092797.,Refugees,y,refugees,topical,Refugees,,auto-seeded draft; review
(OCoLC)fst01092822,Refugees,y,refugees,topical,Refugees,,auto-seeded draft; review
lcsh|refugees-iran-pictorial-works,Refugees -- Iran -- Pictorial works,y,refugees-iran-pictorial-works,topical,Refugees -- Iran -- Pictorial works,,auto-seeded draft; review
lcsh|refugees-laos-biography,Refugees -- Laos -- Biography,y,refugees-laos-biography,topical,Refugees -- Laos -- Biography,,auto-seeded draft; review
lcsh|refugees-united-states-comic-books-strips-etc,"Refugees -- United States -- Comic books, strips, etc",y,refugees-united-states-comic-books-strips-etc,topical,"Refugees -- United States -- Comic books, strips, etc",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000740.,Refugees in art,y,refugees-in-art,topical,Refugees in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1092851.,Refugees in art,y,refugees-in-art,topical,Refugees in art,,auto-seeded draft; review
lcsh|refugees-legal-status-laws-etc,"Refugees--Legal status, laws, etc",y,refugees-legal-status-laws-etc,topical,"Refugees--Legal status, laws, etc",,auto-seeded draft; review
http://id.worldcat.org/fast/1092888.,Refuse and refuse disposal,y,refuse-and-refuse-disposal,topical,Refuse and refuse disposal,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85112316.,Refuse and refuse disposal,y,refuse-and-refuse-disposal,topical,Refuse and refuse disposal,,auto-seeded draft; review
lcsh|refuse-and-refuse-disposal-pictorial-works,Refuse and refuse disposal -- Pictorial works,y,refuse-and-refuse-disposal-pictorial-works,topical,Refuse and refuse disposal -- Pictorial works,,auto-seeded draft; review
lcsh|regicides-drama,Regicides -- Drama,y,regicides-drama,topical,Regicides -- Drama,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh90002643.,Regret,y,regret,topical,Regret,,auto-seeded draft; review
http://id.worldcat.org/fast/1093278.,Regret,y,regret,topical,Regret,,auto-seeded draft; review
lcsh|relational-art-california-san-francisco,Relational art -- California -- San Francisco,y,relational-art-california-san-francisco,topical,Relational art -- California -- San Francisco,,auto-seeded draft; review
http://id.worldcat.org/fast/1892706.,Relations,y,relations,topical,Relations,,auto-seeded draft; review
lcsh|relationships-interpersonal,"Relationships, Interpersonal | Relationships, interpersonal",y,relationships-interpersonal,topical,"Relationships, Interpersonal",,auto-seeded draft; review
lcsh|relief-printing-specimens,Relief printing -- Specimens,y,relief-printing-specimens,topical,Relief printing -- Specimens,,auto-seeded draft; review
lcsh|relief-prints,Relief prints,y,relief-prints,topical,Relief prints,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85112565.,Religion and culture,y,religion-and-culture,topical,Religion and culture,,auto-seeded draft; review
http://id.worldcat.org/fast/1093823.,Religion and culture,y,religion-and-culture,topical,Religion and culture,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000745.,Religion in art,y,religion-in-art,topical,Religion in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1093878.,Religion in art,y,religion-in-art,topical,Religion in art,,auto-seeded draft; review
lcsh|religion-in-art,Religion in art,y,religion-in-art,topical,Religion in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1094311.,Religious right,y,religious-right,topical,Religious right,,auto-seeded draft; review
lcsh|religious-right-pictorial-works,Religious right -- Pictorial works,y,religious-right-pictorial-works,topical,Religious right -- Pictorial works,,auto-seeded draft; review
(OCoLC)fst01094509,Remote-sensing images,y,remote-sensing-images,topical,Remote-sensing images,,auto-seeded draft; review
lcsh|remote-sensing-images,Remote-sensing images,y,remote-sensing-images,topical,Remote-sensing images,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000749.,Repetitive patterns (Decorative arts) in art,y,repetitive-patterns-decorative-arts-in-art,topical,Repetitive patterns (Decorative arts) in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1094819.,Repetitive patterns (Decorative arts) in art,y,repetitive-patterns-decorative-arts-in-art,topical,Repetitive patterns (Decorative arts) in art,,auto-seeded draft; review
lcsh|reptiles-galapagos-islands,Reptiles -- Galapagos Islands,y,reptiles-galapagos-islands,topical,Reptiles -- Galapagos Islands,,auto-seeded draft; review
http://id.worldcat.org/fast/1095153.,Research,y,research,topical,Research,,auto-seeded draft; review
unspecified|restrooms,Restrooms,y,restrooms,topical,Restrooms,,auto-seeded draft; review
lcsh|restrooms-pictorial-works,Restrooms -- Pictorial works,y,restrooms-pictorial-works,topical,Restrooms -- Pictorial works,,auto-seeded draft; review
lcsh|revenge-drama,Revenge -- Drama,y,revenge-drama,topical,Revenge -- Drama,,auto-seeded draft; review
unspecified|revolution-re-zellen,Revolutionäre Zellen,y,revolution-re-zellen,topical,Revolutionäre Zellen,,auto-seeded draft; review
lcsh|revolutionary-poetry-cuban,"Revolutionary poetry, Cuban",y,revolutionary-poetry-cuban,topical,"Revolutionary poetry, Cuban",,auto-seeded draft; review
http://id.worldcat.org/fast/1096737.,Revolutions,y,revolutions,topical,Revolutions,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85113507.,Revolutions,y,revolutions,topical,Revolutions,,auto-seeded draft; review
lcsh|revolutions-mexico-pictorial-works,Revolutions -- Mexico -- Pictorial works,y,revolutions-mexico-pictorial-works,topical,Revolutions -- Mexico -- Pictorial works,,auto-seeded draft; review
lcsh|revolutions-pictorial-works,Revolutions -- Pictorial works,y,revolutions-pictorial-works,topical,Revolutions -- Pictorial works,,auto-seeded draft; review
lcsh|revolutions-puerto-rico-history-20th-century-comic-books-strips-etc,"Revolutions -- Puerto Rico -- History -- 20th century -- Comic books, strips, etc",y,revolutions-puerto-rico-history-20th-century-comic-books-strips-etc,topical,"Revolutions -- Puerto Rico -- History -- 20th century -- Comic books, strips, etc",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000759.,Revolutions in art,y,revolutions-in-art,topical,Revolutions in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1096772.,Revolutions in art,y,revolutions-in-art,topical,Revolutions in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1097281.,Rhythm and blues music,y,rhythm-and-blues-music,topical,Rhythm and blues music,,auto-seeded draft; review
lcsh|rhythm-and-blues-music-pictorial-works,Rhythm and blues music -- Pictorial works,y,rhythm-and-blues-music-pictorial-works,topical,Rhythm and blues music -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1097334.,Rice,y,rice,topical,Rice,,auto-seeded draft; review
lcsh|rice-fiction,Rice -- Fiction,y,rice-fiction,topical,Rice -- Fiction,,auto-seeded draft; review
lcsh|rifle-ranges-wales-epynt-mountain,Rifle-ranges -- Wales -- Epynt Mountain,y,rifle-ranges-wales-epynt-mountain,topical,Rifle-ranges -- Wales -- Epynt Mountain,,auto-seeded draft; review
lcsh|rings-pictorial-works,Rings -- Pictorial works,y,rings-pictorial-works,topical,Rings -- Pictorial works,,auto-seeded draft; review
lcsh|rings-religious-aspects,Rings -- Religious aspects,y,rings-religious-aspects,topical,Rings -- Religious aspects,,auto-seeded draft; review
lcsh|river-travel,River travel,y,river-travel,topical,River travel,,auto-seeded draft; review
http://id.worldcat.org/fast/1098312.,Rivers,y,rivers,topical,Rivers,,auto-seeded draft; review
lcsh|rivers-pictorial-works,Rivers -- Pictorial works,y,rivers-pictorial-works,topical,Rivers -- Pictorial works,,auto-seeded draft; review
lcsh|rivers-virginia-fairfax-county-pictorial-works,Rivers -- Virginia -- Fairfax County -- Pictorial works,y,rivers-virginia-fairfax-county-pictorial-works,topical,Rivers -- Virginia -- Fairfax County -- Pictorial works,,auto-seeded draft; review
lcsh|rivers-in-art,Rivers in art,y,rivers-in-art,topical,Rivers in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1098507.,Roadkill,y,roadkill,topical,Roadkill,,auto-seeded draft; review
lcsh|roadkill-pictorial-works,Roadkill -- Pictorial works,y,roadkill-pictorial-works,topical,Roadkill -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1098511.,Roads,y,roads,topical,Roads,,auto-seeded draft; review
lcsh|roads-europe-pictorial-works,Roads -- Europe -- Pictorial works,y,roads-europe-pictorial-works,topical,Roads -- Europe -- Pictorial works,,auto-seeded draft; review
lcsh|roads-europe-surveying,Roads -- Europe -- Surveying,y,roads-europe-surveying,topical,Roads -- Europe -- Surveying,,auto-seeded draft; review
lcsh|roads-germany-pictorial-works,Roads -- Germany -- Pictorial works,y,roads-germany-pictorial-works,topical,Roads -- Germany -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1098825.,Roads -- Surveying,y,roads-surveying,topical,Roads -- Surveying,,auto-seeded draft; review
lcsh|robots-juvenile-fiction,Robots -- Juvenile fiction,y,robots-juvenile-fiction,topical,Robots -- Juvenile fiction,,auto-seeded draft; review
rvm|rock-musique-1981-1990,Rock (Musique) -- 1981-1990,y,rock-musique-1981-1990,topical,Rock (Musique) -- 1981-1990,,auto-seeded draft; review
fast|rock-music,Rock music,y,rock-music,topical,Rock music,,auto-seeded draft; review
lcsh|rock-music-1981-1990,Rock music -- 1981-1990,y,rock-music-1981-1990,topical,Rock music -- 1981-1990,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85114776.,Rocks in art,y,rocks-in-art,topical,Rocks in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1099464.,Rocks in art,y,rocks-in-art,topical,Rocks in art,,auto-seeded draft; review
lcsh|romance-fiction,Romance fiction,y,romance-fiction,topical,Romance fiction,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97000845.,Roosters in art,y,roosters-in-art,topical,Roosters in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1100383.,Roosters in art,y,roosters-in-art,topical,Roosters in art,,auto-seeded draft; review
unspecified|rote-armee-fraktion,Rote Armee Fraktion,y,rote-armee-fraktion,topical,Rote Armee Fraktion,,auto-seeded draft; review
lcsh|rubber-bands,Rubber bands,y,rubber-bands,topical,Rubber bands,,auto-seeded draft; review
lcsh|ruderal-plants-new-york-state-new-york,Ruderal plants -- New York (State) -- New York,y,ruderal-plants-new-york-state-new-york,topical,Ruderal plants -- New York (State) -- New York,,auto-seeded draft; review
http://id.worldcat.org/fast/1101147.,Rugs,y,rugs,topical,Rugs,,auto-seeded draft; review
lcsh|rugs-turkey-influence-exhibitions,Rugs -- Turkey -- Influence -- Exhibitions,y,rugs-turkey-influence-exhibitions,topical,Rugs -- Turkey -- Influence -- Exhibitions,,auto-seeded draft; review
lcsh|ruins-in-art,Ruins in art,y,ruins-in-art,topical,Ruins in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1101474.,Rural conditions,y,rural-conditions,topical,Rural conditions,,auto-seeded draft; review
http://id.worldcat.org/fast/1101819.,Rural schools,y,rural-schools,topical,Rural schools,,auto-seeded draft; review
lcsh|rural-schools-mexico-guerrero-state,Rural schools -- Mexico -- Guerrero (State),y,rural-schools-mexico-guerrero-state,topical,Rural schools -- Mexico -- Guerrero (State),,auto-seeded draft; review
http://id.worldcat.org/fast/1102394.,Russian poetry,y,russian-poetry,topical,Russian poetry,,auto-seeded draft; review
lcsh|russian-poetry-20th-century-translations-into-spanish,Russian poetry -- 20th century -- Translations into Spanish,y,russian-poetry-20th-century-translations-into-spanish,topical,Russian poetry -- 20th century -- Translations into Spanish,,auto-seeded draft; review
lcsh|russians-uzbekistan,Russians -- Uzbekistan,y,russians-uzbekistan,topical,Russians -- Uzbekistan,,auto-seeded draft; review
unspecified|rz,RZ,y,rz,topical,RZ,,auto-seeded draft; review
lcsh|saddle-stitching,Saddle stitching,y,saddle-stitching,topical,Saddle stitching,,auto-seeded draft; review
lcsh|sadomasochism,Sadomasochism,y,sadomasochism,topical,Sadomasochism,,auto-seeded draft; review
lcsh|sadomasochism-pictorial-works,Sadomasochism -- Pictorial works,y,sadomasochism-pictorial-works,topical,Sadomasochism -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1103513.,Sailing,y,sailing,topical,Sailing,,auto-seeded draft; review
lcsh|sailing,Sailing,y,sailing,topical,Sailing,,auto-seeded draft; review
lcsh|sailing-miscellanea,Sailing -- Miscellanea,y,sailing-miscellanea,topical,Sailing -- Miscellanea,,auto-seeded draft; review
http://id.worldcat.org/fast/1103529.,Sailing ships,y,sailing-ships,topical,Sailing ships,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85116537.,Sailing ships -- Models,y,sailing-ships-models,topical,Sailing ships -- Models,,auto-seeded draft; review
http://id.worldcat.org/fast/1103534.,Sailing ships -- Models,y,sailing-ships-models,topical,Sailing ships -- Models,,auto-seeded draft; review
lcsh|sails-exhibitions,Sails -- Exhibitions,y,sails-exhibitions,topical,Sails -- Exhibitions,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97001257.,Saints in art,y,saints-in-art,topical,Saints in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1103670.,Saints in art,y,saints-in-art,topical,Saints in art,,auto-seeded draft; review
local|sales-catalogs-parodies-imitations-etc,"Sales catalogs -- Parodies, imitations, etc",y,sales-catalogs-parodies-imitations-etc,topical,"Sales catalogs -- Parodies, imitations, etc",,auto-seeded draft; review
lcsh|sand,Sand,y,sand,topical,Sand,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2005008058.,Sand dunes in art,y,sand-dunes-in-art,topical,Sand dunes in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1904572.,Sand dunes in art,y,sand-dunes-in-art,topical,Sand dunes in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1199354.,Sashes (Clothing),y,sashes-clothing,topical,Sashes (Clothing),,auto-seeded draft; review
lcsh|sashes-clothing-colombia,Sashes (Clothing) -- Colombia,y,sashes-clothing-colombia,topical,Sashes (Clothing) -- Colombia,,auto-seeded draft; review
lcsh|scars-pictorial-works,Scars -- Pictorial works,y,scars-pictorial-works,topical,Scars -- Pictorial works,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85118162.,Schizophrenia,y,schizophrenia,topical,Schizophrenia,,auto-seeded draft; review
http://id.worldcat.org/fast/1106752.,Schizophrenia,y,schizophrenia,topical,Schizophrenia,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh00007370.,Schizophrenia in art,y,schizophrenia-in-art,topical,Schizophrenia in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1106784.,Schizophrenia in art,y,schizophrenia-in-art,topical,Schizophrenia in art,,auto-seeded draft; review
lcsh|school-children-juvenile-fiction,School children -- Juvenile fiction,y,school-children-juvenile-fiction,topical,School children -- Juvenile fiction,,auto-seeded draft; review
http://id.worldcat.org/fast/1107474.,School integration,y,school-integration,topical,School integration,,auto-seeded draft; review
lcsh|school-integration-southern-states-history,School integration -- Southern States -- History,y,school-integration-southern-states-history,topical,School integration -- Southern States -- History,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85118370.,School notebooks,y,school-notebooks,topical,School notebooks,,auto-seeded draft; review
http://id.worldcat.org/fast/1107656.,School notebooks,y,school-notebooks,topical,School notebooks,,auto-seeded draft; review
(OCoLC)fst01108176,Science,y,science,topical,Science,,auto-seeded draft; review
lcsh|science-history-pictorial-works,Science -- History -- Pictorial works,y,science-history-pictorial-works,topical,Science -- History -- Pictorial works,,auto-seeded draft; review
lcsh|science-periodicals-juvenile-literature,Science -- Periodicals -- Juvenile literature,y,science-periodicals-juvenile-literature,topical,Science -- Periodicals -- Juvenile literature,,auto-seeded draft; review
cct|science-fiction,Science fiction,y,science-fiction,topical,Science fiction,,auto-seeded draft; review
lcsh|science-fiction,Science fiction,y,science-fiction,topical,Science fiction,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh97001340.,Science in art,y,science-in-art,topical,Science in art,,auto-seeded draft; review
http://id.worldcat.org/fast/1108730.,Science in art,y,science-in-art,topical,Science in art,,auto-seeded draft; review
lcsh|science-in-art,Science in art,y,science-in-art,topical,Science in art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85118614.,"Science, Renaissance",y,science-renaissance,topical,"Science, Renaissance",,auto-seeded draft; review
http://id.worldcat.org/fast/1108809.,"Science, Renaissance",y,science-renaissance,topical,"Science, Renaissance",,auto-seeded draft; review
